Tarih,Omerli,Darlik,Elmali,Terkos,Alibey,Buyukcekmece,Sazlidere,Kazandere,Pabucdere,Istrancalar
2000-10-23,0.6339979412817759,0.7359015732546706,0.7887141086206322,0.6841859182060885,0.0,0.5136148376618945,0.49943225459024654,0.05253358402261754,0.06855301709401693,0.059580822616896977
2000-10-24,0.6415614930182599,0.760086430678466,0.8162503769223036,0.6861109051646692,0.0,0.5136148376618945,0.5009134795650393,0.05253358402261754,0.0690919743589742,0.02390220722342732
2000-10-25,0.6453499820981023,0.7758346312684367,0.825778135155962,0.6841859182060885,0.0,0.5118092612558515,0.5009134795650393,0.05253358402261754,0.06936145299145283,0.05391043607479545
2000-10-26,0.6445922842821339,0.781459075712881,0.8272439441149864,0.6822609312475079,0.0,0.5100036848498083,0.5009134795650393,0.05253358402261754,0.06962388034188018,0.0629845824906273
2000-10-27,0.6423191908342285,0.7842712192723698,0.8272439441149864,0.6822609312475079,0.0,0.5081981084437651,0.49943225459024654,0.05253358402261754,0.0666666666666665,0.06282143154850278
2000-10-28,0.6408037952022915,0.7842712192723698,0.8272439441149864,0.6784109573303463,0.0,0.5063925320377219,0.49943225459024654,0.05253358402261754,0.0666666666666665,0.07119102394787591
2000-10-29,0.638530701754386,0.7887707472959685,0.825778135155962,0.6745736741669021,0.0,0.5045869556316788,0.49875335923972397,0.05253358402261754,0.0666666666666665,0.07851804617494229
2000-10-30,0.6355079663444324,0.7887707472959685,0.825778135155962,0.6707490817571751,0.0,0.5027813792256356,0.4980744638892014,0.05253358402261754,0.0666666666666665,0.08359423053448825
2000-10-31,0.6339979412817759,0.7893331956735496,0.825778135155962,0.6650121931425846,0.0,0.5009758028195924,0.4980744638892014,0.05253358402261754,0.0666666666666665,0.0886286509692032
2000-11-01,0.6302228786251343,0.7898956440511308,0.8213807082788889,0.6611876007328576,0.0,0.49917022641354936,0.4980744638892014,0.05439669917621687,0.0666666666666665,0.09514959549261992
2000-11-02,0.6279672395273899,0.7898956440511308,0.8221136127584011,0.6573630083231307,0.0,0.49917022641354936,0.49875335923972397,0.05850413975523736,0.0666666666666665,0.10008283178424823
2000-11-03,0.6257116004296456,0.7898956440511308,0.8228465172379132,0.6535637974208381,0.0,0.4973646500075062,0.49739556853867883,0.0548624779646167,0.0666666666666665,0.10411050394966193
2000-11-04,0.622704081632653,0.791020540806293,0.817716185881328,0.6497645865185455,0.0,0.4973646500075062,0.49739556853867883,0.05253358402261754,0.0666666666666665,0.10483882605342285
2000-11-05,0.6197073039742212,0.7915829891838742,0.8147845679632792,0.645965375616253,0.0,0.495559073601463,0.49739556853867883,0.05253358402261754,0.0666666666666665,0.11530017990744368
2000-11-06,0.6159613319011814,0.7921454178957719,0.8147845679632792,0.6421661647139605,0.0,0.49375349719541994,0.49671667318815627,0.05253358402261754,0.0666666666666665,0.11599335919640777
2000-11-07,0.6144660759040459,0.7893331956735496,0.8162503769223036,0.6383669538116679,0.0,0.49194792078937677,0.49671667318815627,0.05253358402261754,0.0666666666666665,0.11282558247517804
2000-11-08,0.6129739527389902,0.7853960766961652,0.8118529500452306,0.6345952618069096,0.0,0.49194792078937677,0.49671667318815627,0.05462958857041678,0.0666666666666665,0.13096385875576438
2000-11-09,0.6114818295739348,0.7820215044247788,0.8118529500452306,0.6308235698021512,0.008206660223178983,0.49014302676292765,0.4940010917860659,0.06502521587616807,0.0666666666666665,0.13445997462586906
2000-11-10,0.6092436448263515,0.7786468731563422,0.8059897142091332,0.6270518777973928,0.00899159417743022,0.48833813273647864,0.49264330108502086,0.07783443256827405,0.0666666666666665,0.13763810744228047
2000-11-11,0.6084975832438239,0.7758346312684367,0.8059897142091332,0.6232801857926344,0.012881117652227396,0.4865332387100296,0.49264330108502086,0.0903980670884156,0.0666666666666665,0.1400554916929686
2000-11-12,0.6055213927676333,0.7752721828908554,0.8037910007705966,0.6213943397902553,0.01394722197815072,0.4847283446835806,0.4908528070756124,0.0903980670884156,0.0666666666666665,0.1427185361031304
2000-11-13,0.6032912638739707,0.7741472959685349,0.8030580962910845,0.6176345370179267,0.015016255162112293,0.49014302676292765,0.4908528070756124,0.0903980670884156,0.0666666666666665,0.14595812640242323
2000-11-14,0.6018045112781955,0.7713351032448377,0.8023251918115722,0.613886623478028,0.01861289283308438,0.48111855663068254,0.4908528070756124,0.0903980670884156,0.0666666666666665,0.14905816407484163
2000-11-15,0.6010611349803079,0.7673980629301869,0.7979277649344991,0.6082647531681799,0.021904929268078376,0.4793136626042335,0.4908528070756124,0.0903980670884156,0.0666666666666665,0.14786211996738338
2000-11-16,0.599577515216613,0.7634610619469027,0.7942632425369383,0.6045168396282812,0.02460240752130744,0.47750876857778446,0.4899575600709083,0.0903980670884156,0.0666666666666665,0.1495353933134598
2000-11-17,0.5980970282849982,0.760086430678466,0.7942632425369383,0.6007689260883825,0.02866766247839967,0.47570387455133545,0.4899575600709083,0.0903980670884156,0.0666666666666665,0.15263458212561737
2000-11-18,0.5966165413533834,0.7567117994100295,0.7942632425369383,0.5970471955772055,0.0323931699030548,0.4738989805248864,0.48906231306620407,0.0903980670884156,0.0666666666666665,0.15562647500081064
2000-11-19,0.5951360544217688,0.7538996066863324,0.7935303380574261,0.5914645998104403,0.03511700787862812,0.4738989805248864,0.48816706606149984,0.09007201270542464,0.0666666666666665,0.15833179265195996
2000-11-20,0.5929153240243465,0.7499625368731563,0.7935303380574261,0.585882004043675,0.037928711595348975,0.4720934041188432,0.4872718190567957,0.0662955552303898,0.0666666666666665,0.16125832328707213
2000-11-21,0.5921777658431793,0.7460254670599804,0.7887141086206318,0.5821602735324981,0.04082828105321735,0.4720934041188432,0.4863765720520915,0.0662955552303898,0.0666666666666665,0.16332937255135646
2000-11-22,0.5907026494808449,0.7426508357915438,0.7887141086206318,0.578465260397568,0.043786427671850744,0.4702878277128001,0.4863765720520915,0.0711651394197212,0.0666666666666665,0.16669221736051654
2000-11-23,0.5892275331185105,0.75614936086529,0.7880859047810499,0.5729227406951728,0.04619980669536947,0.4684822513067569,0.48548132504738734,0.07451039023287534,0.0666666666666665,0.16946476474432073
2000-11-24,0.5877524167561761,0.7359015732546706,0.7855730894227224,0.5673802209927776,0.047424069355358346,0.4666766749007138,0.4845860780426831,0.07688167805260775,0.0666666666666665,0.19120509465555882
2000-11-25,0.5862773003938417,0.7336518190757129,0.7843166817435587,0.5655327144253126,0.049907740971795095,0.4648710984946706,0.4836908310379789,0.07336708250629803,0.0666666666666665,0.174238585078972
2000-11-26,0.5848053168635875,0.7291523107177974,0.7824320702248132,0.5636852078578476,0.049907740971795095,0.46306552208862745,0.4836908310379789,0.06964075988798843,0.0666666666666665,0.18017245784602387
2000-11-27,0.5833364661654135,0.724652802359882,0.7824320702248132,0.5636852078578476,0.05054623202413379,0.46306552208862745,0.4836908310379789,0.07451039023287534,0.0666666666666665,0.18339082663879686
2000-11-28,0.5826020408163266,0.7212781710914454,0.7824320702248132,0.5636852078578476,0.05342529947573441,0.46306552208862745,0.4836908310379789,0.05253358402261754,0.0666666666666665,0.19452617553988782
2000-11-29,0.6018045112781955,0.720715732546706,0.8067226186886454,0.5655327144253126,0.06305831356354158,0.4666766749007138,0.4845860780426831,0.05253358402261754,0.0666666666666665,0.21013841345640444
2000-11-30,0.6309778911564625,0.7567117994100295,0.8345729889101081,0.5655327144253126,0.07296956916498257,0.4666766749007138,0.47784188340819633,0.05253358402261754,0.0666666666666665,0.17532546575689217
2000-12-01,0.6370179914070891,0.7657107767944936,0.8565601232954735,0.5618503920440997,0.07738042937058841,0.4648710984946706,0.47223166800878336,0.05253358402261754,0.0666666666666665,0.1244471585336516
