Ömerli_x,Darlık,Elmalı,Terkos_x,Alibey_x,Büyükçekmece,Sazlıdere,Kazandere_x,Pabuçdere_x,Istrancalar,Date,Ömerli_y,Darlik,Elmali,Terkos_y,B.çekmece,Sazlidere,Alibey_y,Kazandere_y,Pabuçdere_y,ıstırancalar,Unnamed: 11,Istanbul_Daily_Consumption
0.8007,0.8486,0.9625,0.9187,0.4248,0.8599,0.791,0.939,0.9419,0.9999,2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2096199
0.8007,0.8502,0.9667,0.9168,0.4271,0.8617,0.7921,0.928,0.9311,0.9999,2011-01-02,0.0,0.0,0.0,0.42,1.37,0.87,0.2,2.26,1.89,1.39,,2214668
0.8007,0.8507,0.9688,0.9168,0.4279,0.8655,0.7931,0.9139,0.9171,0.9999,2011-01-03,8.08,10.01,11.64,18.82,9.64,14.72,13.5,8.2,10.37,16.47,,2092441
0.8007,0.8518,0.95,0.9244,0.4334,0.8674,0.7996,0.9065,0.9099,0.9999,2011-01-04,2.78,8.48,7.09,3.42,0.83,4.31,4.3,1.44,1.6,3.99,,2096199
0.8061,0.8598,0.9521,0.9263,0.4581,0.873,0.8037,0.9093,0.9126,0.9999,2011-01-05,0.0,0.78,0.0,0.42,0.0,0.0,0.56,1.15,1.11,0.8,,2214668
0.8092,0.864,0.9698,0.9302,0.467,0.8749,0.8062,0.9148,0.918,0.9999,2011-01-06,0.0,3.05,0.7,9.11,0.0,0.64,3.37,1.25,1.6,0.74,,2092441
0.8099,0.8667,0.9615,0.9321,0.4726,0.8768,0.8088,0.9158,0.919,0.9999,2011-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2096199
0.8084,0.8677,0.974,0.934,0.4775,0.8787,0.8106,0.9158,0.919,0.9999,2011-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2170233
0.8092,0.8693,0.976,0.9321,0.4816,0.8805,0.8106,0.9148,0.918,0.9999,2011-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2233155
0.8076,0.8688,0.975,0.9321,0.4833,0.8805,0.8124,0.9148,0.918,0.9999,2011-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2145587
0.8061,0.8688,0.9729,0.9302,0.4849,0.8824,0.8133,0.9121,0.9153,0.9999,2011-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2099808
0.8045,0.8677,0.975,0.9283,0.4857,0.8824,0.8133,0.9111,0.9144,0.9999,2011-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2110533
0.8038,0.8667,0.975,0.9283,0.4882,0.8824,0.816,0.9093,0.9126,0.9999,2011-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2062181
0.8022,0.8656,0.9771,0.9263,0.4882,0.8824,0.8169,0.9093,0.9126,0.9999,2011-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2065844
0.7999,0.8646,0.9802,0.9263,0.4882,0.8824,0.816,0.9093,0.9126,0.9999,2011-01-15,0.0,0.67,0.03,2.03,0.16,0.0,0.21,5.0,6.24,7.35,,2157091
0.7984,0.863,0.974,0.9263,0.4874,0.8824,0.816,0.9093,0.9126,0.9999,2011-01-16,4.98,4.82,3.36,15.82,2.32,3.07,6.51,11.82,16.24,17.5,,2161500
0.7976,0.8619,0.9635,0.9359,0.489,0.8862,0.8179,0.9148,0.918,0.9999,2011-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2084526
0.796,0.8619,0.9656,0.9379,0.4882,0.8862,0.8169,0.9188,0.922,0.9999,2011-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2068272
0.7945,0.8635,0.9708,0.9379,0.4882,0.8862,0.816,0.9198,0.923,0.9999,2011-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2083024
0.7937,0.8619,0.974,0.9379,0.489,0.8862,0.8169,0.9188,0.922,0.9999,2011-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2099708
0.7914,0.8614,0.9708,0.9359,0.4882,0.8862,0.816,0.9178,0.921,0.9999,2011-01-21,0.15,0.0,0.17,0.0,0.42,0.2,0.21,0.45,0.49,0.15,,2101326
0.7899,0.8608,0.9719,0.9379,0.4882,0.8881,0.8169,0.9158,0.919,0.9999,2011-01-22,0.6,0.0,1.04,3.12,0.77,1.1,0.68,11.92,15.42,2.66,,2132300
0.7884,0.8603,0.9688,0.9359,0.489,0.8881,0.8179,0.9208,0.9239,0.9999,2011-01-23,8.28,4.25,9.77,4.91,10.14,9.41,13.2,1.66,1.71,8.25,,2191167
0.7861,0.8592,0.9677,0.9359,0.489,0.8937,0.8179,0.9302,0.9332,0.9999,2011-01-24,12.15,14.0,11.11,18.44,11.31,6.41,6.98,9.69,14.83,16.57,,2067533
0.7914,0.8667,0.9792,0.9417,0.4931,0.8993,0.8199,0.9345,0.9374,0.9999,2011-01-25,6.35,11.0,9.31,20.14,7.02,9.48,6.57,5.89,4.25,8.84,,1994812
0.803,0.8837,0.9604,0.9688,0.53,0.9144,0.832,0.939,0.9419,0.9999,2011-01-26,0.0,0.0,2.68,6.41,5.25,3.92,1.76,0.0,0.0,18.65,,2040740
0.813,0.9029,0.9792,0.9844,0.5645,0.9313,0.8474,0.9102,0.9135,0.9999,2011-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.02,,2121978
0.8154,0.9082,0.9875,0.9902,0.5785,0.9407,0.852,0.9121,0.9153,0.9999,2011-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.19,11.64,0.0,,2099297
0.8162,0.9124,0.9917,0.9902,0.5899,0.9445,0.8555,0.9121,0.9153,0.9999,2011-01-29,6.5,6.15,5.82,2.43,1.21,4.09,4.52,1.1,1.34,1.58,,2029673
0.8193,0.9165,0.9948,0.9902,0.5971,0.9483,0.8591,0.913,0.9162,0.9999,2011-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,,2115885
0.8271,0.939,0.9948,0.9902,0.6024,0.9502,0.8591,0.9148,0.918,0.9999,2011-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2089313
0.8318,0.9454,1.0,0.9961,0.6096,0.9521,0.862,0.9158,0.919,0.9999,2011-02-01,6.83,2.3,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,,2040886
0.8357,0.9492,1.0,0.9922,0.6123,0.9521,0.862,0.9188,0.922,0.9999,2011-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2124833
0.8388,0.9518,1.0,0.9922,0.6159,0.9521,0.8639,0.927,0.93,0.9999,2011-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2085676
0.842,0.9561,1.0,0.9902,0.6204,0.954,0.8667,0.9402,0.943,0.9999,2011-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2091468
0.8451,0.9582,1.0,0.9883,0.6231,0.954,0.8667,0.9471,0.9499,0.9999,2011-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2156068
0.8483,0.9609,1.0,0.9844,0.6258,0.954,0.8688,0.9471,0.9499,0.9999,2011-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2137131
0.8499,0.9635,1.0,0.9863,0.6267,0.954,0.8708,0.9448,0.9476,0.9999,2011-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2162294
0.8514,0.9657,1.0,0.9824,0.6286,0.954,0.8729,0.9402,0.943,0.9999,2011-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2111788
0.853,0.9667,1.0,0.9804,0.6322,0.954,0.8729,0.9356,0.9385,0.9999,2011-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2107755
0.8546,0.9672,1.0,0.9785,0.6322,0.954,0.8729,0.9413,0.9442,0.9999,2011-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2124298
0.8554,0.9667,1.0,0.9785,0.6331,0.954,0.8729,0.9413,0.9442,0.9999,2011-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2127056
0.8554,0.9667,1.0,0.9746,0.6368,0.9521,0.876,0.9379,0.9408,0.9999,2011-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2155624
0.857,0.9662,1.0,0.9727,0.6368,0.954,0.876,0.9402,0.943,0.9999,2011-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2214484
0.857,0.9657,0.9979,0.9727,0.6368,0.954,0.877,0.939,0.9419,0.9999,2011-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1.61,1.04,,2112368
0.857,0.9651,0.9948,0.9688,0.6386,0.9521,0.8781,0.9367,0.9396,0.9999,2011-02-15,0.0,0.07,0.44,0.72,0.13,0.73,0.0,1.45,0.52,0.21,,2038162
0.857,0.963,0.9948,0.9668,0.6386,0.9502,0.8781,0.9402,0.943,0.9999,2011-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2069595
0.8538,0.9609,0.9969,0.9649,0.6377,0.9502,0.8792,0.9413,0.9442,0.9999,2011-02-17,0.0,0.0,1.22,1.24,1.1,0.79,0.79,0.53,1.8,0.78,,2114564
0.8522,0.9587,0.9969,0.961,0.6286,0.9502,0.8803,0.9413,0.9442,0.9999,2011-02-18,0.0,0.0,0.83,0.92,0.5,0.3,0.2,3.67,3.92,1.79,,2153841
0.8522,0.9566,0.9958,0.963,0.6286,0.9502,0.8825,0.9413,0.9442,0.9999,2011-02-19,2.0,2.5,2.5,8.32,1.0,1.94,5.2,27.63,33.17,21.0,,2122908
0.8499,0.955,0.9885,0.963,0.6286,0.9502,0.8859,0.9516,0.9541,0.9999,2011-02-20,2.23,2.0,0.5,0.0,0.0,0.5,0.38,0.0,0.0,0.0,,2165983
0.8491,0.9539,0.9917,0.9668,0.6286,0.9483,0.8836,0.9471,0.9499,0.9999,2011-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2111740
0.8467,0.9523,0.9875,0.9649,0.6295,0.9483,0.8836,0.939,0.9419,0.9999,2011-02-22,1.5,1.5,3.54,8.1,6.4,5.9,7.3,9.5,9.3,12.0,,2052506
0.8467,0.9508,0.9885,0.9707,0.6313,0.9521,0.887,0.9356,0.9385,0.9999,2011-02-23,1.0,1.5,3.45,17.16,5.31,7.69,10.01,30.85,32.85,43.0,,2052220
0.8451,0.9486,0.9885,0.9844,0.6386,0.9559,0.8916,0.9507,0.9533,0.9999,2011-02-24,1.04,1.32,1.22,6.31,1.92,3.49,11.04,1.75,1.11,11.0,,2079959
0.8435,0.9465,0.9896,1.0,0.6505,0.9713,0.8964,0.939,0.9419,0.9999,2011-02-25,5.55,1.32,6.5,3.23,5.52,5.17,4.19,3.85,3.85,7.08,,2060925
0.8451,0.9481,0.999,1.0,0.6784,0.977,0.9054,0.9302,0.9332,0.9999,2011-02-26,3.0,2.8,2.47,0.52,0.14,1.92,1.74,0.02,0.08,0.02,,2096197
0.8499,0.9571,0.9979,0.998,0.6983,0.9751,0.9073,0.9471,0.9499,0.9999,2011-02-27,0.0,0.0,0.0,0.72,0.14,0.0,0.18,0.0,0.0,0.0,,2191771
0.8538,0.9641,1.0,0.9961,0.7116,0.977,0.9141,0.9471,0.9499,0.9999,2011-02-28,0.0,0.04,8.5,2.93,0.14,0.0,0.72,0.04,0.41,15.81,,2096516
0.8546,0.9662,1.0,1.0,0.7202,0.9828,0.9191,0.9323,0.9353,0.9999,2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2040070
0.8538,0.9667,1.0,1.0,0.7299,0.9885,0.9213,0.9345,0.9374,0.9999,2011-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2038798
0.8538,0.9672,1.0,1.0,0.7357,0.9904,0.9235,0.928,0.9311,0.9999,2011-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.11,0.0,,2128426
0.853,0.9672,0.999,1.0,0.7405,0.9923,0.9278,0.9313,0.9343,0.9999,2011-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2081656
0.8522,0.9672,1.0,1.0,0.7425,0.9923,0.9347,0.9379,0.9408,0.9999,2011-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2196619
0.8514,0.9662,1.0,1.0,0.7464,0.9828,0.9347,0.9459,0.9487,0.9999,2011-03-06,3.28,2.48,1.97,0.51,0.15,0.4,4.2,4.88,7.65,8.05,,2184596
0.8506,0.9651,1.0,0.998,0.7493,0.9808,0.9323,0.9507,0.9533,0.9999,2011-03-07,1.58,2.47,1.21,1.63,2.21,4.68,1.13,2.04,4.73,2.69,,2055533
0.8506,0.9641,1.0,0.998,0.7503,0.9828,0.9347,0.9471,0.9499,0.9999,2011-03-08,2.0,2.74,1.0,2.3,2.5,3.31,3.8,23.42,13.92,1.78,,2029927
0.8506,0.9646,1.0,1.0,0.7522,0.9808,0.937,0.9436,0.9464,0.9999,2011-03-09,8.35,10.96,1.0,2.5,2.0,4.64,3.84,3.4,3.5,3.3,,2057884
0.8506,0.9657,1.0,0.9922,0.7483,0.9828,0.9382,0.939,0.9419,0.9999,2011-03-10,4.05,3.65,2.14,2.43,0.6,1.66,10.05,1.02,1.04,16.8,,2067672
0.8506,0.9688,1.0,0.9922,0.7493,0.9847,0.9393,0.9402,0.943,0.9999,2011-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2123115
0.853,0.9752,1.0,1.0,0.7522,0.9866,0.9429,0.9356,0.9385,0.9999,2011-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2195135
0.8546,0.9864,1.0,1.0,0.7532,0.9885,0.9442,0.9498,0.9524,0.9999,2011-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2246475
0.8578,0.9998,1.0,1.0,0.7552,0.9885,0.9479,0.9459,0.9487,0.9999,2011-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2160952
0.8594,1.0,1.0,1.0,0.7562,0.9904,0.9479,0.9471,0.9499,0.9999,2011-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2143116
0.8633,1.0,1.0,1.0,0.7532,0.9904,0.9504,0.9448,0.9476,0.9999,2011-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2158619
0.8641,1.0,0.9979,1.0,0.7513,0.9904,0.9517,0.9413,0.9442,0.9999,2011-03-17,0.0,0.51,0.8,0.54,0.73,0.5,0.59,0.5,0.51,0.37,,2116552
0.8641,1.0,0.9969,1.0,0.7522,0.9828,0.9529,0.9379,0.9408,0.9999,2011-03-18,11.08,8.73,6.99,5.82,2.71,12.31,4.35,10.93,12.46,12.2,,2104688
0.8641,1.0,1.0,1.0,0.7425,0.9789,0.9581,0.9425,0.9453,0.9999,2011-03-19,0.0,0.08,1.76,1.04,1.7,1.97,0.19,3.25,3.01,7.2,,2112362
0.8657,1.0,0.9969,1.0,0.7435,0.9828,0.9581,0.9436,0.9464,0.9999,2011-03-20,1.0,2.87,1.71,4.92,0.0,1.97,4.5,5.57,6.64,10.64,,2166401
0.8657,1.0,0.9979,1.0,0.7493,0.9847,0.961,0.9471,0.9499,0.9999,2011-03-21,0.0,2.85,0.3,1.65,0.14,0.0,0.6,0.0,0.0,0.0,,2086434
0.8657,1.0,0.9969,1.0,0.7591,0.9866,0.961,0.9498,0.9524,0.9999,2011-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2034646
0.8657,1.0,0.9979,1.0,0.7621,0.9866,0.9649,0.9516,0.9541,0.9999,2011-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2088190
0.8641,1.0,0.9969,1.0,0.765,0.9885,0.9681,0.9498,0.9524,0.9999,2011-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2146944
0.8625,1.0,0.999,1.0,0.766,0.9885,0.9692,0.9489,0.9516,0.9999,2011-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2140271
0.8617,1.0,1.0,1.0,0.767,0.9885,0.9724,0.9507,0.9533,0.9999,2011-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2224421
0.8602,1.0,0.9979,1.0,0.768,0.9904,0.9734,0.9507,0.9533,0.9999,2011-03-27,0.53,1.01,4.1,4.2,1.14,2.4,3.77,0.8,0.8,1.26,,2167694
0.8578,1.0,0.999,1.0,0.766,0.9923,0.9779,0.9525,0.9549,0.9999,2011-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2211964
0.8554,1.0,0.9979,1.0,0.765,0.9904,0.9734,0.9533,0.9558,0.9999,2011-03-29,7.05,7.04,4.19,5.03,3.21,2.25,2.54,4.7,3.6,3.75,,2151596
0.8546,1.0,0.999,1.0,0.765,0.9885,0.9802,0.9525,0.9549,0.9999,2011-03-30,6.05,7.43,0.0,5.64,0.0,0.63,0.0,1.28,0.7,0.0,,2124344
0.8538,1.0,0.9969,1.0,0.763,0.9904,0.9768,0.9542,0.9566,0.9999,2011-03-31,0.0,0.0,0.0,0.2,1.02,0.4,0.2,0.0,0.0,0.0,,2110228
0.853,1.0,0.9979,1.0,0.7621,0.9904,0.9756,0.9525,0.9549,0.9999,2011-04-01,1.88,5.81,1.64,7.62,7.72,9.96,6.71,0.54,0.97,2.21,,2068013
0.853,1.0,0.999,1.0,0.7621,0.9943,0.9779,0.9507,0.9533,0.9999,2011-04-02,15.53,15.56,16.31,27.24,15.81,23.14,22.39,61.1,67.33,65.4,,2078197
0.8586,1.0,0.999,1.0,0.8029,1.0,1.0,0.9711,0.9726,0.9999,2011-04-03,0.8,1.8,2.08,1.13,0.13,0.1,3.0,4.6,4.38,5.36,,2158901
0.8625,1.0,0.9958,1.0,0.8261,0.9751,1.0,1.0,0.9476,0.9999,2011-04-04,3.18,1.2,0.84,0.0,0.0,0.0,2.1,0.0,0.0,0.0,,2116528
0.8665,1.0,1.0,1.0,0.8445,0.977,1.0,1.0,0.9541,0.9999,2011-04-05,0.0,1.19,0.73,0.41,0.13,0.0,0.99,0.46,0.08,0.04,,2058333
0.8705,1.0,1.0,1.0,0.8549,0.9808,1.0,0.9902,0.9442,0.9999,2011-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2062872
0.8729,1.0,1.0,1.0,0.8621,0.9828,1.0,0.9764,0.9533,0.9999,2011-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2125754
0.8745,1.0,0.9969,1.0,0.8673,0.9828,1.0,0.9599,0.9499,0.9999,2011-04-08,1.13,1.5,0.45,0.43,0.0,0.0,1.2,0.0,0.0,0.0,,2150535
0.8793,1.0,0.9979,1.0,0.8725,0.9847,1.0,0.948,0.9507,0.9999,2011-04-09,0.43,0.3,2.11,6.02,1.01,1.87,0.81,0.0,0.0,0.16,,2163812
0.8809,1.0,0.9979,1.0,0.8767,0.9866,1.0,0.9459,0.9487,0.9999,2011-04-10,0.0,0.4,0.0,0.44,2.61,0.2,0.0,0.0,0.0,0.5,,2184784
0.8833,0.9999,0.9969,1.0,0.8798,0.9847,1.0,0.9425,0.9453,0.9999,2011-04-11,0.0,0.0,0.0,5.42,0.0,0.57,2.78,3.7,4.55,3.28,,2119845
0.885,0.9999,0.9969,1.0,0.8819,0.9866,0.9972,0.9459,0.9487,0.9999,2011-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,,2070841
0.8859,0.9998,0.9979,1.0,0.8882,0.9866,1.0,0.9448,0.9476,0.9999,2011-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2104957
0.8886,0.9997,0.9979,0.9961,0.8913,0.9847,1.0,0.9436,0.9464,0.9999,2011-04-14,5.75,3.5,10.32,11.23,12.58,17.87,11.96,14.43,17.66,11.88,,2080664
0.8895,0.9981,0.999,1.0,0.8966,0.9866,1.0,0.9436,0.9464,0.9999,2011-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2105605
0.8904,0.9976,0.9969,1.0,0.8997,0.9885,1.0,0.9471,0.9499,0.9999,2011-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2171649
0.8913,0.9965,0.9958,1.0,0.9008,0.9885,1.0,0.948,0.9507,0.9999,2011-04-17,16.35,15.97,9.05,8.62,9.41,8.06,9.08,2.27,2.93,2.69,,2177747
0.8952,0.9949,0.9958,1.0,0.904,0.9904,1.0,0.9516,0.9541,0.9999,2011-04-18,6.55,12.97,8.95,14.43,15.71,17.96,17.44,13.8,16.37,14.06,,2060795
0.906,1.0,0.9969,1.0,0.922,0.9923,1.0,0.9516,0.9541,0.9999,2011-04-19,0.0,0.49,0.7,3.33,0.91,0.35,0.18,6.2,6.02,7.21,,2024011
0.9125,1.0,0.9979,1.0,0.9284,0.9847,1.0,0.9489,0.9516,0.9999,2011-04-20,5.85,6.48,4.75,2.5,1.9,2.01,2.56,1.08,1.12,1.76,,2040601
0.9207,1.0,1.0,1.0,0.9231,0.9866,1.0,0.9507,0.9533,0.9999,2011-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2112231
0.924,1.0,1.0,1.0,0.9231,0.9904,1.0,0.9525,0.9549,0.9999,2011-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2129693
0.9264,1.0,1.0,1.0,0.9199,0.9885,1.0,0.9525,0.9549,0.9999,2011-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2116666
0.9289,1.0,1.0,1.0,0.9178,0.9904,1.0,0.9525,0.9549,0.9999,2011-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2173329
0.9314,1.0,0.9979,1.0,0.9114,0.9885,1.0,0.9516,0.9541,0.9999,2011-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2109095
0.9347,1.0,0.9969,1.0,0.9093,0.9885,1.0,0.9471,0.9499,0.9999,2011-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2083386
0.9355,0.9999,0.9979,1.0,0.904,0.9885,1.0,0.9533,0.9558,0.9999,2011-04-27,5.78,6.98,9.71,10.93,8.93,8.8,8.67,9.02,10.94,9.82,,2044587
0.938,0.9999,1.0,1.0,0.8997,0.9923,0.9986,0.956,0.9583,0.9999,2011-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,1.52,0.83,,2047509
0.9388,0.9999,0.9969,1.0,0.8955,0.9885,0.9986,0.956,0.9583,0.9999,2011-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2100377
0.9396,0.9997,0.9979,1.0,0.8945,0.9885,0.9986,0.956,0.9583,0.9999,2011-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2137642
0.9413,0.9976,0.9979,1.0,0.8882,0.9885,0.9972,0.956,0.9583,0.9999,2011-05-01,0.0,0.0,2.61,0.35,1.4,0.92,0.88,0.77,0.91,0.85,,2242919
0.9429,0.9965,1.0,0.998,0.8945,0.9885,0.9972,0.956,0.9583,0.9999,2011-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.15,5.65,3.43,,2170635
0.9437,0.9939,0.9969,0.998,0.8892,0.9885,0.9944,0.956,0.9583,0.9999,2011-05-03,1.58,3.58,7.45,5.51,3.11,4.87,2.88,28.0,30.25,33.27,,2121888
0.9437,0.9928,1.0,0.9961,0.8903,0.9923,0.9958,0.9658,0.9676,0.9999,2011-05-04,8.25,10.36,12.62,11.74,8.43,15.6,19.25,3.0,1.91,6.9,,2092898
0.9446,0.9912,1.0,1.0,0.9029,0.9981,1.0,0.9679,0.9696,0.9999,2011-05-05,0.0,0.44,0.0,0.53,0.56,0.0,0.0,3.08,3.91,2.41,,2075939
0.9446,0.9901,0.999,0.9961,0.9188,0.9808,1.0,0.97,0.9716,0.9999,2011-05-06,1.33,0.8,0.5,0.35,1.21,0.5,0.42,0.0,0.0,0.31,,2110222
0.9437,0.988,1.0,1.0,0.9672,0.9808,1.0,0.9711,0.9726,0.9999,2011-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2167630
0.9446,0.9864,1.0,0.998,0.9672,0.9808,1.0,0.9711,0.9726,0.9999,2011-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2201572
0.9413,0.9837,0.999,0.9941,0.9618,0.9808,0.9986,0.9679,0.9696,0.9999,2011-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2123025
0.9396,0.9821,0.9979,0.9922,0.9542,0.9828,0.9972,0.9669,0.9686,0.9999,2011-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,1.6,0.54,,2113492
0.9388,0.98,0.999,0.9941,0.952,0.977,0.9972,0.9658,0.9676,0.9999,2011-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2130331
0.9371,0.9779,0.9969,0.9941,0.9467,0.977,0.9944,0.9639,0.9657,0.9999,2011-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2122240
0.9355,0.9752,0.999,0.9922,0.9413,0.9751,0.993,0.9619,0.9639,0.9999,2011-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2151837
0.9338,0.9731,0.9969,0.9863,0.9359,0.977,0.9902,0.9609,0.963,0.9999,2011-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2264118
0.9314,0.9699,0.9958,0.9804,0.9338,0.977,0.9887,0.9609,0.963,0.9999,2011-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2314782
0.9297,0.9672,0.9958,0.9824,0.9327,0.977,0.9887,0.9619,0.9639,0.9999,2011-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2324788
0.9281,0.9662,0.9948,0.9824,0.9327,0.9751,0.9859,0.9639,0.9657,0.9999,2011-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2232384
0.9256,0.9651,0.9958,0.9785,0.9327,0.9674,0.9836,0.9648,0.9667,0.9999,2011-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2227175
