Ömerli_x,Darlık,Elmalı,Terkos_x,Alibey_x,Büyükçekmece,Sazlıdere,Kazandere_x,Pabuçdere_x,Istrancalar,Date,Ömerli_y,Darlik,Elmali,Terkos_y,B.çekmece,Sazlidere,Alibey_y,Kazandere_y,Pabuçdere_y,ıstırancalar,Unnamed: 11,Istanbul_Daily_Consumption
0.8506,0.7491,0.9213,0.9824,0.7347,0.843,0.5912,0.9489,0.9516,0.9999,2013-02-26,2.93,1.42,4.22,3.55,3.79,4.94,4.13,8.03,6.22,6.54,,2228178
0.8538,0.7507,0.9246,0.9824,0.7386,0.8467,0.5943,0.9413,0.9442,0.9999,2013-02-27,1.28,4.03,1.03,2.82,0.43,0.5,3.24,1.68,1.08,1.41,,2269753
0.8554,0.7528,0.9229,0.9883,0.7425,0.8524,0.596,0.9198,0.923,0.9999,2013-02-28,1.48,2.14,0.34,2.83,1.3,4.73,0.82,1.47,0.0,0.52,,2274306
0.8578,0.756,0.9213,0.9883,0.7503,0.8524,0.6002,0.928,0.9311,0.9999,2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2361232
0.8602,0.7571,0.9213,0.9902,0.7552,0.8542,0.6037,0.928,0.9311,0.9997,2013-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2433212
0.8602,0.7587,0.9213,0.9883,0.7601,0.8561,0.6064,0.9379,0.9408,0.9997,2013-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2404575
0.8625,0.7597,0.9204,0.9844,0.7611,0.8561,0.6064,0.9413,0.9442,0.9996,2013-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2306831
0.8617,0.7619,0.9204,0.9863,0.7621,0.8561,0.6091,0.9413,0.9442,0.9996,2013-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2240631
0.8617,0.7629,0.9196,0.9844,0.7611,0.8561,0.6082,0.9413,0.9442,0.9995,2013-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2272787
0.8633,0.764,0.9204,0.9804,0.764,0.8542,0.6118,0.9413,0.9442,0.9995,2013-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2292594
0.8633,0.7656,0.9196,0.9785,0.764,0.8542,0.6138,0.9413,0.9442,0.9995,2013-03-08,0.1,0.11,0.83,0.53,0.47,0.39,0.18,4.42,0.48,0.2,,2290765
0.8641,0.7672,0.9163,0.9746,0.763,0.8542,0.6157,0.939,0.9419,0.9993,2013-03-09,1.0,1.1,1.58,0.0,0.68,0.0,0.18,3.72,2.7,0.61,,2326439
0.8649,0.7682,0.9188,0.9746,0.763,0.8542,0.6157,0.9356,0.9385,0.9993,2013-03-10,1.0,1.73,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,,2420491
0.8657,0.7693,0.9179,0.9707,0.763,0.8542,0.6167,0.9302,0.9332,0.9991,2013-03-11,1.0,0.1,4.13,0.45,0.37,1.11,1.65,4.13,8.8,1.44,,2348806
0.8673,0.7704,0.9171,0.9688,0.7621,0.8561,0.6196,0.9248,0.9279,0.999,2013-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2247186
0.8673,0.772,0.9171,0.9668,0.7621,0.8542,0.6196,0.9248,0.9279,0.9993,2013-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2337791
0.8681,0.7741,0.9138,0.961,0.7611,0.8542,0.6206,0.9248,0.9279,0.9993,2013-03-14,4.1,3.34,5.2,6.72,4.76,5.15,5.5,12.78,9.32,4.15,,2281565
0.8673,0.7762,0.9121,0.9591,0.7621,0.8542,0.6216,0.9248,0.9279,0.9993,2013-03-15,10.0,9.5,13.0,27.34,8.41,12.16,9.2,24.62,25.01,18.85,,2215330
0.8697,0.7784,0.9188,0.963,0.7611,0.8599,0.6223,0.9471,0.9499,0.9996,2013-03-16,12.01,12.35,12.11,14.43,7.71,9.45,9.1,7.22,7.33,11.08,,2288858
0.8745,0.7879,0.9321,0.9766,0.7868,0.8768,0.6338,0.9542,0.9566,0.9996,2013-03-17,0.0,0.43,0.0,2.12,0.43,0.0,0.16,1.28,0.37,0.48,,2339737
0.8785,0.797,0.9354,0.9766,0.7998,0.8824,0.6362,0.956,0.9583,0.9996,2013-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.56,0.0,,2300106
0.8825,0.8023,0.9388,0.9727,0.8089,0.8824,0.6405,0.956,0.9583,0.9997,2013-03-19,0.0,0.0,0.48,8.12,0.0,0.0,0.3,14.26,18.51,11.23,,2231519
0.8833,0.8055,0.9396,0.9746,0.8129,0.8843,0.6467,0.9525,0.9549,0.9997,2013-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2285981
0.8868,0.8087,0.9396,0.9804,0.818,0.8881,0.6485,0.9498,0.9524,0.9997,2013-03-21,0.7,0.71,0.5,0.45,1.24,0.41,0.19,2.39,3.49,3.8,,2305932
0.8877,0.8113,0.9421,0.9785,0.8241,0.8881,0.6523,0.9471,0.9499,0.9993,2013-03-22,2.93,10.07,9.0,12.74,9.11,7.97,12.6,9.46,11.31,4.43,,2236036
0.8913,0.8161,0.9463,0.9844,0.8302,0.8956,0.6542,0.9448,0.9476,0.9997,2013-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2305513
0.8945,0.8215,0.9463,0.9844,0.8353,0.8974,0.6561,0.9413,0.9442,0.9997,2013-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2406753
0.8967,0.8257,0.9463,0.9824,0.8425,0.8993,0.6591,0.9379,0.9408,0.9995,2013-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2373697
0.8988,0.8284,0.9471,0.9785,0.8466,0.8993,0.6591,0.9356,0.9385,0.9995,2013-03-26,4.03,2.74,6.78,11.22,16.57,10.95,9.2,19.04,24.99,12.1,,2304237
0.9011,0.8305,0.9471,0.9785,0.8528,0.9106,0.6651,0.9379,0.9408,0.9998,2013-03-27,9.15,7.85,12.64,10.84,8.64,9.94,10.7,7.63,7.21,10.43,,2216040
0.906,0.8342,0.9583,0.9824,0.8683,0.9294,0.6714,0.9542,0.9566,0.9999,2013-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2243472
0.9109,0.8385,0.9615,0.9883,0.8829,0.9407,0.6746,0.9609,0.963,0.9998,2013-03-29,0.6,0.57,0.32,0.63,0.39,0.74,0.76,1.59,0.38,0.79,,2329175
0.9141,0.8406,0.9635,0.9883,0.8913,0.9445,0.6772,0.958,0.9602,0.9997,2013-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2303169
0.9174,0.8427,0.9635,0.9961,0.8976,0.9464,0.6797,0.9711,0.9726,0.9997,2013-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2416476
0.9215,0.8454,0.9646,0.9902,0.9029,0.9483,0.6832,0.9658,0.9676,0.9993,2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2302121
0.9215,0.847,0.9646,0.9883,0.9061,0.9502,0.6814,0.9609,0.963,0.9996,2013-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2334244
0.924,0.8486,0.9656,0.9883,0.9093,0.9502,0.6851,0.9471,0.9499,0.9996,2013-04-03,14.6,4.54,7.14,8.04,8.83,7.67,6.41,4.03,3.32,3.4,,2268924
0.9256,0.8507,0.9646,0.9922,0.9135,0.954,0.6842,0.9356,0.9385,0.9997,2013-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2329149
0.9289,0.8523,0.9688,0.9863,0.9167,0.954,0.6842,0.9356,0.9385,0.9995,2013-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2380631
0.9289,0.8534,0.9688,0.9844,0.922,0.954,0.6869,0.9356,0.9385,0.9995,2013-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2400477
0.9297,0.8544,0.9667,0.9824,0.9252,0.954,0.6869,0.9356,0.9385,0.9995,2013-04-07,5.03,4.83,13.72,9.64,12.88,11.23,15.24,21.2,19.4,10.05,,2404103
0.9297,0.8555,0.9667,0.9863,0.9284,0.9579,0.6887,0.9379,0.9408,0.9996,2013-04-08,5.0,5.93,1.04,2.05,1.0,0.5,2.2,11.1,12.94,7.44,,2237009
0.9305,0.8566,0.9656,0.9902,0.937,0.9579,0.6906,0.9448,0.9476,0.9995,2013-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2259289
0.9322,0.8571,0.9646,0.9844,0.9434,0.9579,0.6906,0.9489,0.9516,0.9998,2013-04-10,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2337225
0.9322,0.8582,0.9635,0.9844,0.9477,0.9579,0.6916,0.9507,0.9533,0.9998,2013-04-11,0.45,0.9,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2308418
0.9322,0.8598,0.9625,0.9863,0.9531,0.9598,0.6936,0.9516,0.9541,0.9998,2013-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2371505
0.9322,0.8603,0.9625,0.9785,0.9553,0.9579,0.6945,0.9525,0.9549,0.9997,2013-04-13,0.0,3.34,1.24,3.06,0.67,0.0,0.45,3.2,3.71,4.85,,2398847
0.9314,0.8614,0.9604,0.9785,0.9585,0.9579,0.6955,0.9542,0.9566,0.9997,2013-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2356458
0.9322,0.8624,0.9594,0.9727,0.9607,0.9579,0.6965,0.956,0.9583,0.9999,2013-04-15,0.85,0.6,3.0,1.1,0.56,2.32,2.43,3.19,7.43,1.54,,2317405
0.9322,0.863,0.9583,0.9766,0.9639,0.9579,0.6965,0.9711,0.9726,0.9996,2013-04-16,0.85,1.11,1.58,2.74,1.8,1.47,1.76,4.81,7.43,1.77,,2213998
0.9338,0.863,0.9583,0.9727,0.9716,0.9579,0.6965,0.9711,0.9726,0.9997,2013-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2273645
0.9338,0.864,0.9552,0.9707,0.9759,0.954,0.6965,0.9764,0.9776,0.998,2013-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2316799
0.933,0.8646,0.9531,0.9668,0.9792,0.954,0.6965,0.9764,0.9776,0.9962,2013-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2330528
0.9338,0.8656,0.9521,0.9649,0.9825,0.954,0.6985,0.9764,0.9776,0.9871,2013-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2304362
0.9338,0.8672,0.949,0.9649,0.9945,0.954,0.6965,0.9878,0.9884,0.9767,2013-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2374814
0.9338,0.8677,0.9479,0.9688,1.0,0.9502,0.6985,0.9902,0.9907,0.9659,2013-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2296157
0.9347,0.8683,0.9463,0.961,1.0,0.9502,0.6995,0.9902,0.9907,0.9513,2013-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2349918
0.9347,0.8693,0.9454,0.9649,1.0,0.9502,0.6985,0.9915,0.9919,0.9109,2013-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2384743
0.9338,0.8704,0.9438,0.961,1.0,0.9464,0.6995,0.9963,0.9965,0.8817,2013-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2423485
0.9338,0.8715,0.9438,0.961,1.0,0.9464,0.6995,0.9976,0.9977,0.874,2013-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2426250
0.9338,0.872,0.9421,0.9591,0.9978,0.9464,0.6995,0.9976,0.9977,0.8607,2013-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2539911
0.933,0.8725,0.9413,0.961,0.9956,0.9425,0.7005,0.9963,0.9965,0.8441,2013-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2542230
0.933,0.8731,0.9388,0.9552,0.9934,0.9425,0.7005,0.9963,0.9965,0.8285,2013-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2588634
0.9305,0.8736,0.9346,0.9552,0.9857,0.9425,0.7005,0.9963,0.9965,0.8192,2013-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2491955
0.9297,0.8741,0.9304,0.9572,0.9726,0.9388,0.6995,0.9927,0.9931,0.8091,2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2590288
0.9289,0.8741,0.9288,0.9572,0.9694,0.9388,0.6965,0.9867,0.9873,0.7991,2013-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2533525
0.9272,0.8741,0.9271,0.9533,0.965,0.935,0.6965,0.9787,0.9798,0.7894,2013-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2475781
0.9264,0.8741,0.9229,0.9533,0.9629,0.935,0.6945,0.9787,0.9798,0.7788,2013-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2548802
0.9248,0.8747,0.9204,0.9533,0.9618,0.9313,0.6916,0.969,0.9706,0.7584,2013-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2589375
0.9231,0.8747,0.9188,0.9494,0.9596,0.9313,0.6916,0.9648,0.9667,0.7347,2013-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2600041
0.9223,0.8752,0.9171,0.9494,0.9564,0.9275,0.6897,0.9609,0.963,0.702,2013-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2346526
0.9215,0.8752,0.9104,0.9514,0.9542,0.9275,0.6887,0.958,0.9602,0.676,2013-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2469397
0.9199,0.8757,0.9088,0.9436,0.951,0.9237,0.6887,0.956,0.9583,0.6576,2013-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2498423
0.9199,0.8752,0.9063,0.9436,0.9488,0.9237,0.686,0.9533,0.9558,0.637,2013-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2514376
0.9182,0.8752,0.9029,0.9436,0.9456,0.92,0.6851,0.9507,0.9533,0.6141,2013-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2535216
0.9174,0.8752,0.8979,0.9436,0.9445,0.92,0.6832,0.9489,0.9516,0.5728,2013-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2596080
0.9166,0.8752,0.8971,0.9417,0.9424,0.9162,0.6823,0.9471,0.9499,0.5562,2013-05-13,8.18,3.74,1.88,0.76,0.1,1.4,3.54,1.7,1.8,2.5,,2495091
0.9158,0.8757,0.8954,0.9379,0.9391,0.9162,0.6805,0.9471,0.9499,0.5341,2013-05-14,4.73,5.13,17.61,33.87,30.53,10.01,25.72,5.64,4.12,4.96,,2399110
0.9166,0.8763,0.8929,0.9398,0.9424,0.9162,0.6814,0.9448,0.9476,0.5156,2013-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2444927
0.9166,0.8768,0.8979,0.9359,0.9434,0.9162,0.6814,0.9413,0.9442,0.5207,2013-05-16,0.0,4.0,0.55,0.37,0.2,0.0,1.0,0.0,0.0,0.0,,2518724
0.9166,0.8773,0.8971,0.9359,0.9402,0.9125,0.6814,0.9356,0.9385,0.4624,2013-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2514425
0.9166,0.8773,0.8954,0.9321,0.9391,0.9125,0.6789,0.9313,0.9343,0.4371,2013-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2685294
0.9158,0.8779,0.8938,0.9302,0.937,0.9087,0.6805,0.927,0.93,0.4122,2013-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2674876
0.9141,0.8779,0.8921,0.9283,0.9338,0.9087,0.6772,0.9248,0.9279,0.3851,2013-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2723129
0.9125,0.8779,0.8863,0.9263,0.9295,0.905,0.6746,0.9218,0.9249,0.3622,2013-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2700464
0.9109,0.8779,0.8838,0.9244,0.9252,0.9012,0.6729,0.9168,0.92,0.3421,2013-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2705824
0.9101,0.8773,0.8813,0.9206,0.9231,0.9012,0.6729,0.9111,0.9144,0.3196,2013-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2680277
0.9092,0.8752,0.8796,0.9225,0.9199,0.8937,0.6714,0.9056,0.9089,0.2991,2013-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2713406
0.9076,0.8741,0.8746,0.913,0.9156,0.8899,0.6683,0.9014,0.9048,0.2978,2013-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2760738
0.9052,0.8709,0.8721,0.9092,0.9125,0.8899,0.6659,0.8972,0.9006,0.2951,2013-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2723325
0.9044,0.8688,0.8696,0.9092,0.9082,0.8862,0.6641,0.8905,0.8939,0.2982,2013-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2661460
0.9027,0.8677,0.8624,0.9072,0.9029,0.8824,0.6621,0.8841,0.8874,0.2994,2013-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2661152
0.9011,0.8656,0.8609,0.9053,0.8976,0.8824,0.6601,0.8789,0.8822,0.3013,2013-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2657251
0.9003,0.8635,0.8566,0.9015,0.8924,0.8787,0.6591,0.8739,0.8771,0.3041,2013-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2713698
0.8988,0.8619,0.8544,0.8977,0.8861,0.8749,0.6581,0.8682,0.8713,0.3049,2013-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2769208
0.8981,0.8592,0.8522,0.8958,0.8819,0.8711,0.6532,0.8636,0.8667,0.3049,2013-06-01,0.0,0.0,0.68,0.0,0.67,0.39,0.39,3.3,0.6,1.0,,2715787
0.8967,0.8566,0.8478,0.8902,0.8788,0.8674,0.6523,0.8592,0.8622,0.3067,2013-06-02,2.18,3.51,1.7,2.0,1.58,0.98,1.68,11.48,11.96,10.1,,2519161
0.8959,0.856,0.8464,0.8864,0.8767,0.8636,0.6504,0.8534,0.8564,0.3165,2013-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2611384
0.8952,0.8534,0.842,0.8845,0.8735,0.8636,0.6495,0.8493,0.8523,0.3233,2013-06-04,2.18,6.3,2.0,1.0,1.0,1.0,2.8,5.16,5.03,9.67,,2652070
0.8938,0.8523,0.8398,0.8826,0.8704,0.8599,0.6476,0.844,0.8468,0.3288,2013-06-05,2.63,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.69,1.1,,2579193
0.893,0.8507,0.8369,0.8788,0.8652,0.8561,0.6467,0.8368,0.8393,0.3365,2013-06-06,0.0,0.92,0.0,0.0,0.11,18.22,7.7,0.0,0.0,0.0,,2638447
0.8913,0.8491,0.8354,0.8769,0.86,0.8561,0.644,0.8309,0.8331,0.3344,2013-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,9.77,,2638407
0.8904,0.8465,0.8303,0.8807,0.8559,0.8524,0.6431,0.8262,0.8282,0.3351,2013-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2692533
0.8895,0.8454,0.8289,0.8732,0.8517,0.8486,0.6422,0.8243,0.8263,0.326,2013-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2634035
0.8877,0.8433,0.8259,0.8713,0.8445,0.8448,0.6387,0.8198,0.8216,0.3176,2013-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2669949
0.8868,0.8406,0.8208,0.8656,0.8374,0.8411,0.6379,0.8138,0.8155,0.3087,2013-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2723534
0.885,0.839,0.8201,0.8638,0.8312,0.8373,0.6362,0.8113,0.8128,0.2938,2013-06-12,0.0,0.0,5.74,3.1,2.99,1.35,2.8,27.41,28.81,26.8,,2556109
0.8841,0.8374,0.815,0.8656,0.8292,0.8373,0.6338,0.8113,0.8128,0.2849,2013-06-13,0.0,0.0,0.0,1.0,0.0,2.19,0.0,0.0,0.0,2.0,,2595223
0.8825,0.8358,0.8135,0.8638,0.8272,0.8336,0.6346,0.8074,0.8088,0.2932,2013-06-14,10.0,47.17,16.54,14.61,2.59,2.26,3.0,7.7,5.33,38.3,,2475255
0.885,0.8337,0.815,0.8977,0.8261,0.8336,0.6322,0.8043,0.8056,0.6705,2013-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2525920
0.8859,0.8321,0.8135,0.9111,0.8251,0.8298,0.6314,0.8036,0.8048,0.6253,2013-06-16,0.0,0.0,2.97,1.03,0.0,0.0,6.7,0.0,0.0,0.0,,2512851
0.8859,0.831,0.8238,0.9206,0.8251,0.8298,0.6306,0.8036,0.8048,0.566,2013-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2613299
0.885,0.8289,0.8172,0.9187,0.8241,0.8261,0.6268,0.8007,0.8016,0.517,2013-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2682476
0.8833,0.8268,0.8063,0.9168,0.819,0.8223,0.6253,0.7949,0.7951,0.4917,2013-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2674892
0.8825,0.8246,0.7997,0.9092,0.818,0.8185,0.6238,0.785,0.784,0.481,2013-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2714651
0.8809,0.8225,0.7982,0.9092,0.817,0.8148,0.6216,0.785,0.784,0.4764,2013-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2726978
0.8793,0.8204,0.7931,0.9053,0.816,0.811,0.6206,0.7809,0.7794,0.4737,2013-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2624233
0.8761,0.8183,0.7885,0.9034,0.8129,0.8073,0.6187,0.7759,0.7739,0.4602,2013-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2732206
0.8745,0.8161,0.7835,0.9015,0.8099,0.8035,0.6177,0.7705,0.7678,0.4509,2013-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2732566
0.8729,0.814,0.7823,0.9015,0.8069,0.7998,0.6138,0.7655,0.7622,0.4346,2013-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2746842
0.8689,0.8113,0.7785,0.8977,0.7998,0.796,0.6118,0.762,0.7582,0.4003,2013-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2701787
0.8665,0.8103,0.7773,0.894,0.7948,0.7922,0.6073,0.7553,0.7509,0.3812,2013-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2776297
0.8633,0.8076,0.7748,0.894,0.7898,0.7922,0.6046,0.7479,0.7428,0.3696,2013-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2694640
0.8609,0.805,0.7692,0.8883,0.7858,0.7847,0.6046,0.7418,0.736,0.3587,2013-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2687463
0.8578,0.8034,0.7667,0.8864,0.7819,0.781,0.6002,0.7351,0.7287,0.3446,2013-06-30,1.0,0.8,1.84,8.4,0.0,1.2,1.3,3.43,7.96,2.08,,2589286
0.8562,0.8023,0.7692,0.8864,0.7799,0.781,0.5994,0.7274,0.7203,0.3325,2013-07-01,1.0,4.73,0.53,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,2494471
0.8538,0.7996,0.7673,0.8807,0.7759,0.7772,0.5951,0.7225,0.7149,0.3175,2013-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2604138
0.8506,0.7975,0.7648,0.8769,0.7729,0.7735,0.592,0.7173,0.7095,0.3024,2013-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2658683
0.8483,0.7948,0.761,0.8807,0.767,0.7697,0.5896,0.7121,0.7043,0.2911,2013-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2617684
0.8459,0.7933,0.7554,0.8751,0.7611,0.7659,0.5904,0.7062,0.6984,0.2748,2013-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2707753
0.8435,0.7911,0.756,0.8751,0.7474,0.7622,0.5865,0.7004,0.6926,0.2577,2013-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2646577
0.8412,0.789,0.7529,0.8751,0.7357,0.7622,0.5858,0.6831,0.6754,0.2422,2013-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2686061
0.838,0.7874,0.7517,0.8713,0.7251,0.7584,0.5844,0.6778,0.6701,0.2304,2013-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2750235
0.8349,0.7858,0.7454,0.8656,0.7154,0.7547,0.5801,0.6725,0.6648,0.2185,2013-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2780593
0.831,0.7831,0.7423,0.8638,0.7068,0.751,0.5775,0.6666,0.6587,0.206,2013-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2725380
0.8279,0.781,0.7398,0.8619,0.703,0.7473,0.5775,0.6582,0.6501,0.2012,2013-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2729681
