Tarih,Omerli_Fill,Darlik_Fill,Elmali_Fill,Terkos_Fill,Alibey_Fill,Buyukcekmece_Fill,Sazlidere_Fill,Kazandere_Fill,Pabucdere_Fill,Istrancalar_Fill,Istanbul_Daily_Consumption,Terkos_Rainfall,Kazandere_Rainfall,Elmali_Rainfall,Sazlidere_Rainfall,Buyukcekmece_Rainfall,Pabucdere_Rainfall,Darlik_Rainfall,Omerli_Rainfall,Istrancalar_Rainfall,Alibey_Rainfall
2011-01-01,0.8007,0.8486,0.9625,0.9187,0.4248,0.8599,0.791,0.939,0.9419,0.9999,2096199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-02,0.8007,0.8502,0.9667,0.9168,0.4271,0.8617,0.7921,0.928,0.9311,0.9999,2214668.0,0.42,1.375,0.0,0.87,1.0,1.075,0.0,0.0,1.39,0.2
2011-01-03,0.8007,0.8507,0.9688,0.9168,0.4279,0.8655,0.7931,0.9139,0.9171,0.9999,2092441.0,2.7750000000000004,1.375,1.7499999999999998,1.25,1.0,1.075,3.0,2.325,2.5,1.7499999999999998
2011-01-04,0.8007,0.8518,0.95,0.9244,0.4334,0.8674,0.7996,0.9065,0.9099,0.9999,2096199.0,2.7750000000000004,1.375,1.7499999999999998,1.25,0.83,1.075,3.0,2.325,2.5,1.7499999999999998
2011-01-05,0.8061,0.8598,0.9521,0.9263,0.4581,0.873,0.8037,0.9093,0.9126,0.9999,2214668.0,0.42,1.15,0.0,0.0,0.0,1.075,0.78,0.0,0.8,0.56
2011-01-06,0.8092,0.864,0.9698,0.9302,0.467,0.8749,0.8062,0.9148,0.918,0.9999,2092441.0,2.7750000000000004,1.25,0.7,0.64,0.0,1.075,3.0,0.0,0.74,1.7499999999999998
2011-01-07,0.8099,0.8667,0.9615,0.9321,0.4726,0.8768,0.8088,0.9158,0.919,0.9999,2096199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-08,0.8084,0.8677,0.974,0.934,0.4775,0.8787,0.8106,0.9158,0.919,0.9999,2170233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-09,0.8092,0.8693,0.976,0.9321,0.4816,0.8805,0.8106,0.9148,0.918,0.9999,2233155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-10,0.8076,0.8688,0.975,0.9321,0.4833,0.8805,0.8124,0.9148,0.918,0.9999,2145587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-11,0.8061,0.8688,0.9729,0.9302,0.4849,0.8824,0.8133,0.9121,0.9153,0.9999,2099808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-12,0.8045,0.8677,0.975,0.9283,0.4857,0.8824,0.8133,0.9111,0.9144,0.9999,2110533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-13,0.8038,0.8667,0.975,0.9283,0.4882,0.8824,0.816,0.9093,0.9126,0.9999,2062181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-14,0.8022,0.8656,0.9771,0.9263,0.4882,0.8824,0.8169,0.9093,0.9126,0.9999,2065844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-15,0.7999,0.8646,0.9802,0.9263,0.4882,0.8824,0.816,0.9093,0.9126,0.9999,2157091.0,2.03,1.375,0.03,0.0,0.16,1.075,0.67,0.0,2.5,0.21
2011-01-16,0.7984,0.863,0.974,0.9263,0.4874,0.8824,0.816,0.9093,0.9126,0.9999,2161500.0,2.7750000000000004,1.375,1.7499999999999998,1.25,1.0,1.075,3.0,2.325,2.5,1.7499999999999998
2011-01-17,0.7976,0.8619,0.9635,0.9359,0.489,0.8862,0.8179,0.9148,0.918,0.9999,2084526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-18,0.796,0.8619,0.9656,0.9379,0.4882,0.8862,0.8169,0.9188,0.922,0.9999,2068272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-19,0.7945,0.8635,0.9708,0.9379,0.4882,0.8862,0.816,0.9198,0.923,0.9999,2083024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-20,0.7937,0.8619,0.974,0.9379,0.489,0.8862,0.8169,0.9188,0.922,0.9999,2099708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-21,0.7914,0.8614,0.9708,0.9359,0.4882,0.8862,0.816,0.9178,0.921,0.9999,2101326.0,0.0,0.45,0.17,0.2,0.42,0.49,0.0,0.15,0.15,0.21
2011-01-22,0.7899,0.8608,0.9719,0.9379,0.4882,0.8881,0.8169,0.9158,0.919,0.9999,2132300.0,2.7750000000000004,1.375,1.04,1.1,0.77,1.075,0.0,0.6,2.5,0.68
2011-01-23,0.7884,0.8603,0.9688,0.9359,0.489,0.8881,0.8179,0.9208,0.9239,0.9999,2191167.0,2.7750000000000004,1.375,1.7499999999999998,1.25,1.0,1.075,3.0,2.325,2.5,1.7499999999999998
2011-01-24,0.7861,0.8592,0.9677,0.9359,0.489,0.8937,0.8179,0.9302,0.9332,0.9999,2067533.0,2.7750000000000004,1.375,1.7499999999999998,1.25,1.0,1.075,3.0,2.325,2.5,1.7499999999999998
2011-01-25,0.7914,0.8667,0.9792,0.9417,0.4931,0.8993,0.8199,0.9345,0.9374,0.9999,1994812.0,2.7750000000000004,1.375,1.7499999999999998,1.25,1.0,1.075,3.0,2.325,2.5,1.7499999999999998
2011-01-26,0.803,0.8837,0.9604,0.9688,0.53,0.9144,0.832,0.939,0.9419,0.9999,2040740.0,2.7750000000000004,0.0,1.7499999999999998,1.25,1.0,0.0,0.0,0.0,2.5,1.7499999999999998
2011-01-27,0.813,0.9029,0.9792,0.9844,0.5645,0.9313,0.8474,0.9102,0.9135,0.9999,2121978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0
2011-01-28,0.8154,0.9082,0.9875,0.9902,0.5785,0.9407,0.852,0.9121,0.9153,0.9999,2099297.0,0.0,1.375,0.0,0.0,0.0,1.075,0.0,0.0,0.0,0.0
2011-01-29,0.8162,0.9124,0.9917,0.9902,0.5899,0.9445,0.8555,0.9121,0.9153,0.9999,2029673.0,2.43,1.1,1.7499999999999998,1.25,1.0,1.075,3.0,2.325,1.58,1.7499999999999998
2011-01-30,0.8193,0.9165,0.9948,0.9902,0.5971,0.9483,0.8591,0.913,0.9162,0.9999,2115885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0
2011-01-31,0.8271,0.939,0.9948,0.9902,0.6024,0.9502,0.8591,0.9148,0.918,0.9999,2089313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-01,0.8318,0.9454,1.0,0.9961,0.6096,0.9521,0.862,0.9158,0.919,0.9999,2040886.0,0.0,0.74,0.0,0.0,0.0,0.0,2.3,2.325,0.0,0.0
2011-02-02,0.8357,0.9492,1.0,0.9922,0.6123,0.9521,0.862,0.9188,0.922,0.9999,2124833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-03,0.8388,0.9518,1.0,0.9922,0.6159,0.9521,0.8639,0.927,0.93,0.9999,2085676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-04,0.842,0.9561,1.0,0.9902,0.6204,0.954,0.8667,0.9402,0.943,0.9999,2091468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-05,0.8451,0.9582,1.0,0.9883,0.6231,0.954,0.8667,0.9471,0.9499,0.9999,2156068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-06,0.8483,0.9609,1.0,0.9844,0.6258,0.954,0.8688,0.9471,0.9499,0.9999,2137131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-07,0.8499,0.9635,1.0,0.9863,0.6267,0.954,0.8708,0.9448,0.9476,0.9999,2162294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-08,0.8514,0.9657,1.0,0.9824,0.6286,0.954,0.8729,0.9402,0.943,0.9999,2111788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-09,0.853,0.9667,1.0,0.9804,0.6322,0.954,0.8729,0.9356,0.9385,0.9999,2107755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-10,0.8546,0.9672,1.0,0.9785,0.6322,0.954,0.8729,0.9413,0.9442,0.9999,2124298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-11,0.8554,0.9667,1.0,0.9785,0.6331,0.954,0.8729,0.9413,0.9442,0.9999,2127056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-12,0.8554,0.9667,1.0,0.9746,0.6368,0.9521,0.876,0.9379,0.9408,0.9999,2155624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-13,0.857,0.9662,1.0,0.9727,0.6368,0.954,0.876,0.9402,0.943,0.9999,2214484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-14,0.857,0.9657,0.9979,0.9727,0.6368,0.954,0.877,0.939,0.9419,0.9999,2112368.0,0.0,0.45,0.0,0.0,0.0,1.075,0.0,0.0,1.04,0.0
2011-02-15,0.857,0.9651,0.9948,0.9688,0.6386,0.9521,0.8781,0.9367,0.9396,0.9999,2038162.0,0.72,1.375,0.44,0.73,0.13,0.52,0.07,0.0,0.21,0.0
2011-02-16,0.857,0.963,0.9948,0.9668,0.6386,0.9502,0.8781,0.9402,0.943,0.9999,2069595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-17,0.8538,0.9609,0.9969,0.9649,0.6377,0.9502,0.8792,0.9413,0.9442,0.9999,2114564.0,1.24,0.53,1.22,0.79,1.0,1.075,0.0,0.0,0.78,0.79
2011-02-18,0.8522,0.9587,0.9969,0.961,0.6286,0.9502,0.8803,0.9413,0.9442,0.9999,2153841.0,0.92,1.375,0.83,0.3,0.5,1.075,0.0,0.0,1.79,0.2
2011-02-19,0.8522,0.9566,0.9958,0.963,0.6286,0.9502,0.8825,0.9413,0.9442,0.9999,2122908.0,2.7750000000000004,1.375,1.7499999999999998,1.25,1.0,1.075,2.5,2.0,2.5,1.7499999999999998
2011-02-20,0.8499,0.955,0.9885,0.963,0.6286,0.9502,0.8859,0.9516,0.9541,0.9999,2165983.0,0.0,0.0,0.5,0.5,0.0,0.0,2.0,2.23,0.0,0.38
2011-02-21,0.8491,0.9539,0.9917,0.9668,0.6286,0.9483,0.8836,0.9471,0.9499,0.9999,2111740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-22,0.8467,0.9523,0.9875,0.9649,0.6295,0.9483,0.8836,0.939,0.9419,0.9999,2052506.0,2.7750000000000004,1.375,1.7499999999999998,1.25,1.0,1.075,1.5,1.5,2.5,1.7499999999999998
2011-02-23,0.8467,0.9508,0.9885,0.9707,0.6313,0.9521,0.887,0.9356,0.9385,0.9999,2052220.0,2.7750000000000004,1.375,1.7499999999999998,1.25,1.0,1.075,1.5,1.0,2.5,1.7499999999999998
2011-02-24,0.8451,0.9486,0.9885,0.9844,0.6386,0.9559,0.8916,0.9507,0.9533,0.9999,2079959.0,2.7750000000000004,1.375,1.22,1.25,1.0,1.075,1.32,1.04,2.5,1.7499999999999998
2011-02-25,0.8435,0.9465,0.9896,1.0,0.6505,0.9713,0.8964,0.939,0.9419,0.9999,2060925.0,2.7750000000000004,1.375,1.7499999999999998,1.25,1.0,1.075,1.32,2.325,2.5,1.7499999999999998
2011-02-26,0.8451,0.9481,0.999,1.0,0.6784,0.977,0.9054,0.9302,0.9332,0.9999,2096197.0,0.52,0.02,1.7499999999999998,1.25,0.14,0.08,2.8,2.325,0.02,1.74
2011-02-27,0.8499,0.9571,0.9979,0.998,0.6983,0.9751,0.9073,0.9471,0.9499,0.9999,2191771.0,0.72,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.18
2011-02-28,0.8538,0.9641,1.0,0.9961,0.7116,0.977,0.9141,0.9471,0.9499,0.9999,2096516.0,2.7750000000000004,0.04,1.7499999999999998,0.0,0.14,0.41,0.04,0.0,2.5,0.72
2011-03-01,0.8546,0.9662,1.0,1.0,0.7202,0.9828,0.9191,0.9323,0.9353,0.9999,2040070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-02,0.8538,0.9667,1.0,1.0,0.7299,0.9885,0.9213,0.9345,0.9374,0.9999,2038798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-03,0.8538,0.9672,1.0,1.0,0.7357,0.9904,0.9235,0.928,0.9311,0.9999,2128426.0,0.0,1.04,0.0,0.0,0.0,1.075,0.0,0.0,0.0,0.0
2011-03-04,0.853,0.9672,0.999,1.0,0.7405,0.9923,0.9278,0.9313,0.9343,0.9999,2081656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-05,0.8522,0.9672,1.0,1.0,0.7425,0.9923,0.9347,0.9379,0.9408,0.9999,2196619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-06,0.8514,0.9662,1.0,1.0,0.7464,0.9828,0.9347,0.9459,0.9487,0.9999,2184596.0,0.51,1.375,1.7499999999999998,0.4,0.15,1.075,2.48,2.325,2.5,1.7499999999999998
2011-03-07,0.8506,0.9651,1.0,0.998,0.7493,0.9808,0.9323,0.9507,0.9533,0.9999,2055533.0,1.63,1.375,1.21,1.25,1.0,1.075,2.47,1.58,2.5,1.13
2011-03-08,0.8506,0.9641,1.0,0.998,0.7503,0.9828,0.9347,0.9471,0.9499,0.9999,2029927.0,2.3,1.375,1.0,1.25,1.0,1.075,2.74,2.0,1.78,1.7499999999999998
2011-03-09,0.8506,0.9646,1.0,1.0,0.7522,0.9808,0.937,0.9436,0.9464,0.9999,2057884.0,2.5,1.375,1.0,1.25,1.0,1.075,3.0,2.325,2.5,1.7499999999999998
2011-03-10,0.8506,0.9657,1.0,0.9922,0.7483,0.9828,0.9382,0.939,0.9419,0.9999,2067672.0,2.43,1.02,1.7499999999999998,1.25,0.6,1.04,3.0,2.325,2.5,1.7499999999999998
2011-03-11,0.8506,0.9688,1.0,0.9922,0.7493,0.9847,0.9393,0.9402,0.943,0.9999,2123115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-12,0.853,0.9752,1.0,1.0,0.7522,0.9866,0.9429,0.9356,0.9385,0.9999,2195135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-13,0.8546,0.9864,1.0,1.0,0.7532,0.9885,0.9442,0.9498,0.9524,0.9999,2246475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-14,0.8578,0.9998,1.0,1.0,0.7552,0.9885,0.9479,0.9459,0.9487,0.9999,2160952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-15,0.8594,1.0,1.0,1.0,0.7562,0.9904,0.9479,0.9471,0.9499,0.9999,2143116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-16,0.8633,1.0,1.0,1.0,0.7532,0.9904,0.9504,0.9448,0.9476,0.9999,2158619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-17,0.8641,1.0,0.9979,1.0,0.7513,0.9904,0.9517,0.9413,0.9442,0.9999,2116552.0,0.54,0.5,0.8,0.5,0.73,0.51,0.51,0.0,0.37,0.59
2011-03-18,0.8641,1.0,0.9969,1.0,0.7522,0.9828,0.9529,0.9379,0.9408,0.9999,2104688.0,2.7750000000000004,1.375,1.7499999999999998,1.25,1.0,1.075,3.0,2.325,2.5,1.7499999999999998
2011-03-19,0.8641,1.0,1.0,1.0,0.7425,0.9789,0.9581,0.9425,0.9453,0.9999,2112362.0,1.04,1.375,1.7499999999999998,1.25,1.0,1.075,0.08,0.0,2.5,0.19
2011-03-20,0.8657,1.0,0.9969,1.0,0.7435,0.9828,0.9581,0.9436,0.9464,0.9999,2166401.0,2.7750000000000004,1.375,1.71,1.25,0.0,1.075,2.87,1.0,2.5,1.7499999999999998
2011-03-21,0.8657,1.0,0.9979,1.0,0.7493,0.9847,0.961,0.9471,0.9499,0.9999,2086434.0,1.65,0.0,0.3,0.0,0.14,0.0,2.85,0.0,0.0,0.6
2011-03-22,0.8657,1.0,0.9969,1.0,0.7591,0.9866,0.961,0.9498,0.9524,0.9999,2034646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-23,0.8657,1.0,0.9979,1.0,0.7621,0.9866,0.9649,0.9516,0.9541,0.9999,2088190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-24,0.8641,1.0,0.9969,1.0,0.765,0.9885,0.9681,0.9498,0.9524,0.9999,2146944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-25,0.8625,1.0,0.999,1.0,0.766,0.9885,0.9692,0.9489,0.9516,0.9999,2140271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-26,0.8617,1.0,1.0,1.0,0.767,0.9885,0.9724,0.9507,0.9533,0.9999,2224421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-27,0.8602,1.0,0.9979,1.0,0.768,0.9904,0.9734,0.9507,0.9533,0.9999,2167694.0,2.7750000000000004,0.8,1.7499999999999998,1.25,1.0,0.8,1.01,0.53,1.26,1.7499999999999998
2011-03-28,0.8578,1.0,0.999,1.0,0.766,0.9923,0.9779,0.9525,0.9549,0.9999,2211964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-29,0.8554,1.0,0.9979,1.0,0.765,0.9904,0.9734,0.9533,0.9558,0.9999,2151596.0,2.7750000000000004,1.375,1.7499999999999998,1.25,1.0,1.075,3.0,2.325,2.5,1.7499999999999998
2011-03-30,0.8546,1.0,0.999,1.0,0.765,0.9885,0.9802,0.9525,0.9549,0.9999,2124344.0,2.7750000000000004,1.28,0.0,0.63,0.0,0.7,3.0,2.325,0.0,0.0
2011-03-31,0.8538,1.0,0.9969,1.0,0.763,0.9904,0.9768,0.9542,0.9566,0.9999,2110228.0,0.2,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.2
2011-04-01,0.853,1.0,0.9979,1.0,0.7621,0.9904,0.9756,0.9525,0.9549,0.9999,2068013.0,2.7750000000000004,0.54,1.64,1.25,1.0,0.97,3.0,1.88,2.21,1.7499999999999998
2011-04-02,0.853,1.0,0.999,1.0,0.7621,0.9943,0.9779,0.9507,0.9533,0.9999,2078197.0,2.7750000000000004,1.375,1.7499999999999998,1.25,1.0,1.075,3.0,2.325,2.5,1.7499999999999998
2011-04-03,0.8586,1.0,0.999,1.0,0.8029,1.0,1.0,0.9711,0.9726,0.9999,2158901.0,1.13,1.375,1.7499999999999998,0.1,0.13,1.075,1.8,0.8,2.5,1.7499999999999998
2011-04-04,0.8625,1.0,0.9958,1.0,0.8261,0.9751,1.0,1.0,0.9476,0.9999,2116528.0,0.0,0.0,0.84,0.0,0.0,0.0,1.2,2.325,0.0,1.7499999999999998
2011-04-05,0.8665,1.0,1.0,1.0,0.8445,0.977,1.0,1.0,0.9541,0.9999,2058333.0,0.41,0.46,0.73,0.0,0.13,0.08,1.19,0.0,0.04,0.99
2011-04-06,0.8705,1.0,1.0,1.0,0.8549,0.9808,1.0,0.9902,0.9442,0.9999,2062872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-07,0.8729,1.0,1.0,1.0,0.8621,0.9828,1.0,0.9764,0.9533,0.9999,2125754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-08,0.8745,1.0,0.9969,1.0,0.8673,0.9828,1.0,0.9599,0.9499,0.9999,2150535.0,0.43,0.0,0.45,0.0,0.0,0.0,1.5,1.13,0.0,1.2
2011-04-09,0.8793,1.0,0.9979,1.0,0.8725,0.9847,1.0,0.948,0.9507,0.9999,2163812.0,2.7750000000000004,0.0,1.7499999999999998,1.25,1.0,0.0,0.3,0.43,0.16,0.81
2011-04-10,0.8809,1.0,0.9979,1.0,0.8767,0.9866,1.0,0.9459,0.9487,0.9999,2184784.0,0.44,0.0,0.0,0.2,1.0,0.0,0.4,0.0,0.5,0.0
2011-04-11,0.8833,0.9999,0.9969,1.0,0.8798,0.9847,1.0,0.9425,0.9453,0.9999,2119845.0,2.7750000000000004,1.375,0.0,0.57,0.0,1.075,0.0,0.0,2.5,1.7499999999999998
2011-04-12,0.885,0.9999,0.9969,1.0,0.8819,0.9866,0.9972,0.9459,0.9487,0.9999,2070841.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0
2011-04-13,0.8859,0.9998,0.9979,1.0,0.8882,0.9866,1.0,0.9448,0.9476,0.9999,2104957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-14,0.8886,0.9997,0.9979,0.9961,0.8913,0.9847,1.0,0.9436,0.9464,0.9999,2080664.0,2.7750000000000004,1.375,1.7499999999999998,1.25,1.0,1.075,3.0,2.325,2.5,1.7499999999999998
2011-04-15,0.8895,0.9981,0.999,1.0,0.8966,0.9866,1.0,0.9436,0.9464,0.9999,2105605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-16,0.8904,0.9976,0.9969,1.0,0.8997,0.9885,1.0,0.9471,0.9499,0.9999,2171649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-17,0.8913,0.9965,0.9958,1.0,0.9008,0.9885,1.0,0.948,0.9507,0.9999,2177747.0,2.7750000000000004,1.375,1.7499999999999998,1.25,1.0,1.075,3.0,2.325,2.5,1.7499999999999998
2011-04-18,0.8952,0.9949,0.9958,1.0,0.904,0.9904,1.0,0.9516,0.9541,0.9999,2060795.0,2.7750000000000004,1.375,1.7499999999999998,1.25,1.0,1.075,3.0,2.325,2.5,1.7499999999999998
2011-04-19,0.906,1.0,0.9969,1.0,0.922,0.9923,1.0,0.9516,0.9541,0.9999,2024011.0,2.7750000000000004,1.375,0.7,0.35,0.91,1.075,0.49,0.0,2.5,0.18
2011-04-20,0.9125,1.0,0.9979,1.0,0.9284,0.9847,1.0,0.9489,0.9516,0.9999,2040601.0,2.5,1.08,1.7499999999999998,1.25,1.0,1.075,3.0,2.325,1.76,1.7499999999999998
2011-04-21,0.9207,1.0,1.0,1.0,0.9231,0.9866,1.0,0.9507,0.9533,0.9999,2112231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-22,0.924,1.0,1.0,1.0,0.9231,0.9904,1.0,0.9525,0.9549,0.9999,2129693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-23,0.9264,1.0,1.0,1.0,0.9199,0.9885,1.0,0.9525,0.9549,0.9999,2116666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-24,0.9289,1.0,1.0,1.0,0.9178,0.9904,1.0,0.9525,0.9549,0.9999,2173329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-25,0.9314,1.0,0.9979,1.0,0.9114,0.9885,1.0,0.9516,0.9541,0.9999,2109095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-26,0.9347,1.0,0.9969,1.0,0.9093,0.9885,1.0,0.9471,0.9499,0.9999,2083386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-27,0.9355,0.9999,0.9979,1.0,0.904,0.9885,1.0,0.9533,0.9558,0.9999,2044587.0,2.7750000000000004,1.375,1.7499999999999998,1.25,1.0,1.075,3.0,2.325,2.5,1.7499999999999998
2011-04-28,0.938,0.9999,1.0,1.0,0.8997,0.9923,0.9986,0.956,0.9583,0.9999,2047509.0,0.0,1.06,0.0,0.0,0.0,1.075,0.0,0.0,0.83,0.0
2011-04-29,0.9388,0.9999,0.9969,1.0,0.8955,0.9885,0.9986,0.956,0.9583,0.9999,2100377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-30,0.9396,0.9997,0.9979,1.0,0.8945,0.9885,0.9986,0.956,0.9583,0.9999,2137642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-01,0.9413,0.9976,0.9979,1.0,0.8882,0.9885,0.9972,0.956,0.9583,0.9999,2242919.0,0.35,0.77,1.7499999999999998,0.92,1.0,0.91,0.0,0.0,0.85,0.88
2011-05-02,0.9429,0.9965,1.0,0.998,0.8945,0.9885,0.9972,0.956,0.9583,0.9999,2170635.0,0.0,1.375,0.0,0.0,0.0,1.075,0.0,0.0,2.5,0.0
2011-05-03,0.9437,0.9939,0.9969,0.998,0.8892,0.9885,0.9944,0.956,0.9583,0.9999,2121888.0,2.7750000000000004,1.375,1.7499999999999998,1.25,1.0,1.075,3.0,1.58,2.5,1.7499999999999998
2011-05-04,0.9437,0.9928,1.0,0.9961,0.8903,0.9923,0.9958,0.9658,0.9676,0.9999,2092898.0,2.7750000000000004,1.375,1.7499999999999998,1.25,1.0,1.075,3.0,2.325,2.5,1.7499999999999998
2011-05-05,0.9446,0.9912,1.0,1.0,0.9029,0.9981,1.0,0.9679,0.9696,0.9999,2075939.0,0.53,1.375,0.0,0.0,0.56,1.075,0.44,0.0,2.41,0.0
2011-05-06,0.9446,0.9901,0.999,0.9961,0.9188,0.9808,1.0,0.97,0.9716,0.9999,2110222.0,0.35,0.0,0.5,0.5,1.0,0.0,0.8,1.33,0.31,0.42
2011-05-07,0.9437,0.988,1.0,1.0,0.9672,0.9808,1.0,0.9711,0.9726,0.9999,2167630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-08,0.9446,0.9864,1.0,0.998,0.9672,0.9808,1.0,0.9711,0.9726,0.9999,2201572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-09,0.9413,0.9837,0.999,0.9941,0.9618,0.9808,0.9986,0.9679,0.9696,0.9999,2123025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-10,0.9396,0.9821,0.9979,0.9922,0.9542,0.9828,0.9972,0.9669,0.9686,0.9999,2113492.0,0.0,1.375,0.0,0.0,0.0,1.075,0.0,0.0,0.54,0.0
2011-05-11,0.9388,0.98,0.999,0.9941,0.952,0.977,0.9972,0.9658,0.9676,0.9999,2130331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
