DATE,GENERAL_DAM_OCCUPANCY_RATE,GENERAL_DAM_RESERVED_WATER,Omerli,Darlik,Elmali,Terkos,B.cekmece,Sazlidere,Alibey,Kazandere,Pabucdere,istirancalar,Istanbul_Daily_Consumption
2011-01-01,83.85,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2096199
2011-01-02,83.8,728.0,0.0,0.0,0.0,0.42,0.76875,0.87,0.2,1.2687500000000003,1.0,1.39,2214668
2011-01-03,83.76,728.0,2.0562500000000004,2.8187499999999996,1.50625,2.8249999999999997,0.76875,1.3,1.49375,1.2687500000000003,1.0,2.5875000000000004,2092441
2011-01-04,83.96,729.0,2.0562500000000004,2.8187499999999996,1.50625,2.8249999999999997,0.76875,1.3,1.49375,1.2687500000000003,1.0,2.5875000000000004,2096199
2011-01-05,84.5,734.0,0.0,0.78,0.0,0.42,0.0,0.0,0.56,1.15,1.0,0.8,2214668
2011-01-06,84.87,737.0,0.0,2.8187499999999996,0.7,2.8249999999999997,0.0,0.64,1.49375,1.25,1.0,0.74,2092441
2011-01-07,85.04,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2096199
2011-01-08,85.13,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2170233
2011-01-09,85.17,740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2233155
2011-01-10,85.15,740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2145587
2011-01-11,85.09,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2099808
2011-01-12,85.0,738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2110533
2011-01-13,84.99,738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2062181
2011-01-14,84.91,738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2065844
2011-01-15,84.83,737.0,0.0,0.67,0.03,2.03,0.16,0.0,0.21,1.2687500000000003,1.0,2.5875000000000004,2157091
2011-01-16,84.75,736.0,2.0562500000000004,2.8187499999999996,1.50625,2.8249999999999997,0.76875,1.3,1.49375,1.2687500000000003,1.0,2.5875000000000004,2161500
2011-01-17,85.03,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2084526
2011-01-18,85.04,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2068272
2011-01-19,85.03,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2083024
2011-01-20,84.99,738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2099708
2011-01-21,84.86,737.0,0.15,0.0,0.17,0.0,0.42,0.2,0.21,0.45,0.49,0.15,2101326
2011-01-22,84.88,737.0,0.6,0.0,1.04,2.8249999999999997,0.76875,1.1,0.68,1.2687500000000003,1.0,2.5875000000000004,2132300
2011-01-23,84.85,737.0,2.0562500000000004,2.8187499999999996,1.50625,2.8249999999999997,0.76875,1.3,1.49375,1.2687500000000003,1.0,2.5875000000000004,2191167
2011-01-24,84.95,738.0,2.0562500000000004,2.8187499999999996,1.50625,2.8249999999999997,0.76875,1.3,1.49375,1.2687500000000003,1.0,2.5875000000000004,2067533
2011-01-25,85.48,743.0,2.0562500000000004,2.8187499999999996,1.50625,2.8249999999999997,0.76875,1.3,1.49375,1.2687500000000003,1.0,2.5875000000000004,1994812
2011-01-26,87.05,756.0,0.0,0.0,1.50625,2.8249999999999997,0.76875,1.3,1.49375,0.0,0.0,2.5875000000000004,2040740
2011-01-27,88.21,766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5875000000000004,2121978
2011-01-28,88.73,771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2687500000000003,1.0,0.0,2099297
2011-01-29,88.96,773.0,2.0562500000000004,2.8187499999999996,1.50625,2.43,0.76875,1.3,1.49375,1.1,1.0,1.58,2029673
2011-01-30,89.23,775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,2115885
2011-01-31,89.79,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2089313
2011-02-01,90.21,784.0,2.0562500000000004,2.3,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,2040886
2011-02-02,90.33,785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2124833
2011-02-03,90.55,787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2085676
2011-02-04,90.85,789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2091468
2011-02-05,90.99,790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2156068
2011-02-06,91.07,791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2137131
2011-02-07,91.19,792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2162294
2011-02-08,91.17,792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2111788
2011-02-09,91.16,792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2107755
2011-02-10,91.23,792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2124298
2011-02-11,91.25,793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2127056
2011-02-12,91.16,792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2155624
2011-02-13,91.21,792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2214484
2011-02-14,91.2,792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,1.04,2112368
2011-02-15,91.08,791.0,0.0,0.07,0.44,0.72,0.13,0.73,0.0,1.2687500000000003,0.52,0.21,2038162
2011-02-16,91.02,791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2069595
2011-02-17,90.89,790.0,0.0,0.0,1.22,1.24,0.76875,0.79,0.79,0.53,1.0,0.78,2114564
2011-02-18,90.72,788.0,0.0,0.0,0.83,0.92,0.5,0.3,0.2,1.2687500000000003,1.0,1.79,2153841
2011-02-19,90.76,788.0,2.0,2.5,1.50625,2.8249999999999997,0.76875,1.3,1.49375,1.2687500000000003,1.0,2.5875000000000004,2122908
2011-02-20,90.78,789.0,2.0562500000000004,2.0,0.5,0.0,0.0,0.5,0.38,0.0,0.0,0.0,2165983
2011-02-21,90.73,788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2111740
2011-02-22,90.54,787.0,1.5,1.5,1.50625,2.8249999999999997,0.76875,1.3,1.49375,1.2687500000000003,1.0,2.5875000000000004,2052506
2011-02-23,90.71,788.0,1.0,1.5,1.50625,2.8249999999999997,0.76875,1.3,1.49375,1.2687500000000003,1.0,2.5875000000000004,2052220
2011-02-24,91.17,792.0,1.04,1.32,1.22,2.8249999999999997,0.76875,1.3,1.49375,1.2687500000000003,1.0,2.5875000000000004,2079959
2011-02-25,91.65,796.0,2.0562500000000004,1.32,1.50625,2.8249999999999997,0.76875,1.3,1.49375,1.2687500000000003,1.0,2.5875000000000004,2060925
2011-02-26,91.95,799.0,2.0562500000000004,2.8,1.50625,0.52,0.14,1.3,1.49375,0.02,0.08,0.02,2096197
2011-02-27,92.36,802.0,0.0,0.0,0.0,0.72,0.14,0.0,0.18,0.0,0.0,0.0,2191771
2011-02-28,92.67,805.0,0.0,0.04,1.50625,2.8249999999999997,0.14,0.0,0.72,0.04,0.41,2.5875000000000004,2096516
2011-03-01,92.85,807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2040070
2011-03-02,93.01,808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2038798
2011-03-03,93.04,808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.0,0.0,2128426
2011-03-04,93.14,809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2081656
2011-03-05,93.26,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2196619
2011-03-06,93.14,809.0,2.0562500000000004,2.48,1.50625,0.51,0.15,0.4,1.49375,1.2687500000000003,1.0,2.5875000000000004,2184596
2011-03-07,93.07,808.0,1.58,2.47,1.21,1.63,0.76875,1.3,1.13,1.2687500000000003,1.0,2.5875000000000004,2055533
2011-03-08,93.08,809.0,2.0,2.74,1.0,2.3,0.76875,1.3,1.49375,1.2687500000000003,1.0,1.78,2029927
2011-03-09,93.1,809.0,2.0562500000000004,2.8187499999999996,1.0,2.5,0.76875,1.3,1.49375,1.2687500000000003,1.0,2.5875000000000004,2057884
2011-03-10,92.95,807.0,2.0562500000000004,2.8187499999999996,1.50625,2.43,0.6,1.3,1.49375,1.02,1.0,2.5875000000000004,2067672
2011-03-11,93.05,808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2123115
2011-03-12,93.38,811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2195135
2011-03-13,93.73,814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2246475
2011-03-14,94.0,817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2160952
2011-03-15,94.09,817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2143116
2011-03-16,94.19,818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2158619
2011-03-17,94.19,818.0,0.0,0.51,0.8,0.54,0.73,0.5,0.59,0.5,0.51,0.37,2116552
2011-03-18,94.04,817.0,2.0562500000000004,2.8187499999999996,1.50625,2.8249999999999997,0.76875,1.3,1.49375,1.2687500000000003,1.0,2.5875000000000004,2104688
2011-03-19,94.03,817.0,0.0,0.08,1.50625,1.04,0.76875,1.3,0.19,1.2687500000000003,1.0,2.5875000000000004,2112362
2011-03-20,94.15,818.0,1.0,2.8187499999999996,1.50625,2.8249999999999997,0.0,1.3,1.49375,1.2687500000000003,1.0,2.5875000000000004,2166401
2011-03-21,94.27,819.0,0.0,2.8187499999999996,0.3,1.65,0.14,0.0,0.6,0.0,0.0,0.0,2086434
2011-03-22,94.36,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2034646
2011-03-23,94.43,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2088190
2011-03-24,94.45,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2146944
2011-03-25,94.41,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2140271
2011-03-26,94.44,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2224421
2011-03-27,94.45,820.0,0.53,1.01,1.50625,2.8249999999999997,0.76875,1.3,1.49375,0.8,0.8,1.26,2167694
2011-03-28,94.47,821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2211964
2011-03-29,94.33,819.0,2.0562500000000004,2.8187499999999996,1.50625,2.8249999999999997,0.76875,1.3,1.49375,1.2687500000000003,1.0,2.5875000000000004,2151596
2011-03-30,94.34,819.0,2.0562500000000004,2.8187499999999996,0.0,2.8249999999999997,0.0,0.63,0.0,1.2687500000000003,0.7,0.0,2124344
2011-03-31,94.32,819.0,0.0,0.0,0.0,0.2,0.76875,0.4,0.2,0.0,0.0,0.0,2110228
2011-04-01,94.27,819.0,1.88,2.8187499999999996,1.50625,2.8249999999999997,0.76875,1.3,1.49375,0.54,0.97,2.21,2068013
2011-04-02,94.34,820.0,2.0562500000000004,2.8187499999999996,1.50625,2.8249999999999997,0.76875,1.3,1.49375,1.2687500000000003,1.0,2.5875000000000004,2078197
2011-04-03,95.15,827.0,0.8,1.8,1.50625,1.13,0.13,0.1,1.49375,1.2687500000000003,1.0,2.5875000000000004,2158901
2011-04-04,94.81,824.0,2.0562500000000004,1.2,0.84,0.0,0.0,0.0,1.49375,0.0,0.0,0.0,2116528
2011-04-05,95.07,826.0,0.0,1.19,0.73,0.41,0.13,0.0,0.99,0.46,0.08,0.04,2058333
2011-04-06,95.2,827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2062872
2011-04-07,95.36,828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2125754
2011-04-08,95.36,828.0,1.13,1.5,0.45,0.43,0.0,0.0,1.2,0.0,0.0,0.0,2150535
2011-04-09,95.53,830.0,0.43,0.3,1.50625,2.8249999999999997,0.76875,1.3,0.81,0.0,0.0,0.16,2163812
2011-04-10,95.6,830.0,0.0,0.4,0.0,0.44,0.76875,0.2,0.0,0.0,0.0,0.5,2184784
2011-04-11,95.62,831.0,0.0,0.0,0.0,2.8249999999999997,0.0,0.57,1.49375,1.2687500000000003,1.0,2.5875000000000004,2119845
2011-04-12,95.7,831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2070841
2011-04-13,95.77,832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2104957
2011-04-14,95.74,832.0,2.0562500000000004,2.8187499999999996,1.50625,2.8249999999999997,0.76875,1.3,1.49375,1.2687500000000003,1.0,2.5875000000000004,2080664
2011-04-15,95.87,833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2105605
2011-04-16,95.96,834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2171649
2011-04-17,95.98,834.0,2.0562500000000004,2.8187499999999996,1.50625,2.8249999999999997,0.76875,1.3,1.49375,1.2687500000000003,1.0,2.5875000000000004,2177747
2011-04-18,96.15,835.0,2.0562500000000004,2.8187499999999996,1.50625,2.8249999999999997,0.76875,1.3,1.49375,1.2687500000000003,1.0,2.5875000000000004,2060795
2011-04-19,96.6,839.0,0.0,0.49,0.7,2.8249999999999997,0.76875,0.35,0.18,1.2687500000000003,1.0,2.5875000000000004,2024011
2011-04-20,96.65,840.0,2.0562500000000004,2.8187499999999996,1.50625,2.5,0.76875,1.3,1.49375,1.08,1.0,1.76,2040601
2011-04-21,96.9,842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2112231
2011-04-22,97.07,843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2129693
2011-04-23,97.1,843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2116666
2011-04-24,97.19,844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2173329
2011-04-25,97.19,844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2109095
2011-04-26,97.23,845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2083386
2011-04-27,97.28,845.0,2.0562500000000004,2.8187499999999996,1.50625,2.8249999999999997,0.76875,1.3,1.49375,1.2687500000000003,1.0,2.5875000000000004,2044587
2011-04-28,97.41,846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,1.0,0.83,2047509
2011-04-29,97.35,846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100377
2011-04-30,97.36,846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2137642
2011-05-01,97.34,846.0,0.0,0.0,1.50625,0.35,0.76875,0.92,0.88,0.77,0.91,0.85,2242919
2011-05-02,97.36,846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2687500000000003,1.0,2.5875000000000004,2170635
2011-05-03,97.3,845.0,1.58,2.8187499999999996,1.50625,2.8249999999999997,0.76875,1.3,1.49375,1.2687500000000003,1.0,2.5875000000000004,2121888
2011-05-04,97.42,846.0,2.0562500000000004,2.8187499999999996,1.50625,2.8249999999999997,0.76875,1.3,1.49375,1.2687500000000003,1.0,2.5875000000000004,2092898
2011-05-05,97.71,849.0,0.0,0.44,0.0,0.53,0.56,0.0,0.0,1.2687500000000003,1.0,2.41,2075939
2011-05-06,97.4,846.0,1.33,0.8,0.5,0.35,0.76875,0.5,0.42,0.0,0.0,0.31,2110222
2011-05-07,97.63,848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2167630
2011-05-08,97.59,848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2201572
2011-05-09,97.33,846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2123025
2011-05-10,97.21,844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2687500000000003,1.0,0.54,2113492
2011-05-11,97.09,843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2130331
2011-05-12,96.95,842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2122240
2011-05-13,96.75,840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2151837
2011-05-14,96.54,839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2264118
2011-05-15,96.3,837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2314782
2011-05-16,96.26,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2324788
2011-05-17,96.16,835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2232384
2011-05-18,95.86,833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2227175
2011-05-19,95.73,832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2193697
2011-05-20,95.6,830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2197655
2011-05-21,95.52,830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2309449
2011-05-22,95.38,829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2353148
2011-05-23,95.14,826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2380393
2011-05-24,94.92,825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2372443
2011-05-25,94.9,824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2307197
2011-05-26,94.7,823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2379588
2011-05-27,94.53,821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2315586
2011-05-28,94.29,819.0,2.0562500000000004,1.69,0.67,0.0,0.13,0.0,0.22,0.08,0.0,0.7,2258319
2011-05-29,94.19,818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2308654
2011-05-30,93.98,816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2424462
2011-05-31,93.85,815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2294251
2011-06-01,93.61,813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2388103
2011-06-02,93.43,812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2384878
2011-06-03,93.28,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2393123
2011-06-04,93.19,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2456856
2011-06-05,92.95,807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2494241
2011-06-06,92.72,805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2486881
2011-06-07,92.47,803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2468203
2011-06-08,92.25,801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500539
2011-06-09,92.08,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2542856
2011-06-10,91.87,798.0,2.0562500000000004,2.8187499999999996,0.5,1.67,0.76875,0.7,0.57,1.2687500000000003,1.0,2.5875000000000004,2445355
2011-06-11,91.83,798.0,2.0562500000000004,1.5,1.50625,2.8249999999999997,0.76875,0.0,1.49375,0.0,0.0,0.0,2393320
2011-06-12,91.95,799.0,2.0562500000000004,1.0,1.50625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2325362
2011-06-13,91.36,794.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,2406425
2011-06-14,91.26,793.0,0.0,0.0,0.0,0.0,0.76875,0.48,1.49375,0.0,0.0,0.0,2338992
2011-06-15,91.14,792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2378261
2011-06-16,90.84,789.0,2.0562500000000004,2.8187499999999996,1.50625,0.0,0.0,0.0,1.3,0.0,0.0,0.0,2305515
2011-06-17,90.7,788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2347226
2011-06-18,90.42,785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2397499
2011-06-19,90.17,783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2442269
2011-06-20,89.96,781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2475452
2011-06-21,89.72,779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2474340
2011-06-22,89.39,776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2303429
2011-06-23,89.12,774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2546128
2011-06-24,88.9,772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2466075
2011-06-25,88.58,769.0,2.0,0.3,1.50625,1.68,0.76875,1.3,1.49375,0.0,0.0,0.0,2419278
2011-06-26,88.33,767.0,0.0,0.0,1.14,0.65,0.0,0.0,1.49375,0.0,0.0,0.0,2270976
2011-06-27,88.14,766.0,0.8,0.7,1.50625,1.68,0.16,0.4,1.49375,0.0,0.7,0.0,2297880
2011-06-28,87.96,764.0,0.0,0.0,0.0,2.8249999999999997,0.0,0.0,0.0,0.9,0.9,2.5875000000000004,2346731
2011-06-29,87.7,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2196222
2011-06-30,87.43,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2433630
2011-07-01,87.33,759.0,1.85,2.69,1.50625,2.8249999999999997,0.76875,1.3,1.49375,1.2687500000000003,1.0,2.5875000000000004,2368941
2011-07-02,87.21,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2318919
2011-07-03,87.08,756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2370482
2011-07-04,86.79,754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2347206
2011-07-05,86.46,751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2383234
2011-07-06,86.2,749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2414344
2011-07-07,85.86,746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2407509
2011-07-08,85.48,743.0,0.0,0.57,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,2458118
2011-07-09,85.23,740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2409230
2011-07-10,84.94,738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2443296
2011-07-11,84.63,735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2464038
2011-07-12,84.3,732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2469376
2011-07-13,84.04,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2479066
2011-07-14,83.74,727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2476934
2011-07-15,83.41,725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2483927
2011-07-16,83.14,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2466152
2011-07-17,82.79,719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2452265
2011-07-18,82.47,716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2489753
2011-07-19,82.15,714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2519290
2011-07-20,81.85,711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2567268
2011-07-21,81.5,708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2533911
2011-07-22,81.19,705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2495704
2011-07-23,80.91,703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2477233
2011-07-24,80.56,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2467983
2011-07-25,80.21,697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2590627
2011-07-26,79.91,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2687500000000003,0.0,0.0,2576774
2011-07-27,79.6,691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2574651
2011-07-28,79.28,689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2606902
2011-07-29,78.91,685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2608362
2011-07-30,78.63,683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2602049
2011-07-31,78.31,680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2595692
2011-08-01,77.94,677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2526218
2011-08-02,77.71,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2542266
2011-08-03,77.39,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2493167
2011-08-04,77.04,669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2548374
2011-08-05,76.69,666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2498934
2011-08-06,76.33,663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2469360
